#
#   EosinG.txt
#
#   Eosin
#
#   from Figure 9 in:
#
#   Yuval Garini,1,3* Ian T. Young,1 and George McNamara2
#   Spectral Imaging: Principles and Applications
#   Cytometry Part A 69A:735-747 (2006)

[Control]
Xpx	Ypx	X	Y
94	441	400	0.0
610	441	800	0.0
94	22	400	0.6
610	22	800	0.6

[Absorbance]
101	388
106	374
111	368
120	368
132	363
147	356
158	349
168	334
177	318
188	298
198	276
207	255
212	242
219	224
228	199
236	178
242	161
247	147
252	138
257	135
263	139
266	149
271	163
275	177
281	206
284	220
288	237
292	251
296	266
301	291
306	306
310	324
316	344
324	369
331	388
338	402
347	416
355	424
368	430
385	432
404	434
417	435
437	435
452	435
467	436
492	434
527	433
553	432
572	429
590	427
610	426
