#
#   Toshiba  -  TCD2712DG
#
#   spectral response curves, from 
#       TCD2712DG_081208_E.pdf  
#       Toshiba-TCD2712DG-spectral.png
#
#   quantity    power->electrical

[Control]
Xpx	Ypx	X	Y
109	469	400	0
654	469	700	0
109	203	400	1
654	203	700	1


[Red]
109	465
200	464
291	464
350	464
404	464
446	419
472	313
494	241
536	205
563	213
612	238
654	250


[Green]
109	465
157	464
200	459
262	410
291	362
324	285
361	253
400	285
442	364
472	424
505	458
563	466
608	463
654	451


[Blue]
109	379
152	331
200	292
215	287
239	301
267	340
302	405
337	450
382	465
472	469
563	468
654	466







