#
#   Andor Zyla
#   sCMOS state-of-the-art
#
#   spectral response curve

[Control]
Xpx	Ypx	X	Y
45	365	400	0
428	365	1000	0
45	14	400	0.60
428	14	1000	0.60

[QE]
45	154
58	131
75	102
92	73
109	49
124	37
143	32
159	34
173	38
189	42
202	47
219	59
237	77
250	94
270	126
288	158
301	182
318	210
334	234
347	255
364	282
382	305
398	322
414	334
428	343
