#
#   DALSA  -  Falcon 4M30 
#
#   spectral response curves

[Control]
Xpx	Ypx	X	Y
164	435	400	0
398	435	650	0
632	435	900	0
164	179	400	12
398	179	650	12
632	179	900	12




[Red]
164	428
183	428
202	428
221	431
240	422
259	422
277	409
296	410
315	410
333	294
352	209
370	192
389	194
408	202
427	213
445	223
493	230
538	218
586	244
632	308




[Green]
164	432
183	428
202	416
221	405
240	363
259	313
277	257
296	239
314	263
333	294
351	347
370	385
388	391
408	388
426	372
445	348
492	324
538	260
585	251
632	311




[Blue]
164	371
183	349
202	327
221	303
240	305
259	329
278	375
296	395
315	411
333	413
352	416
370	418
389	414
408	407
427	401
445	393
493	389
538	276
586	250
632	312

