IT8.7/1
ORIGINATOR	"Wolf Faust"
DESCRIPTOR	"Velvia 100, 100F, Astia 100F, Provia 400X and Sensia 100 (Emul. 687 or higher), Type 3, L* a* b* (light D50, viewing angle 2)"
MANUFACTURER	"Wolf Faust - http://www.coloraid.de"
CREATED	"May 04, 2013"
DIFFUSE_GEOMETRY	"opal"
SERIAL	"N130501 Batch Average Data"
MATERIAL	"Fujichrome Velvia 100(F) + Provia 400X + Sensia 100 + Astia 100F (N3)"
Note: XYZ/Lab/LCh data was calculated from the spectral data below and may differ from mean XYZ/Lab/LCh data provided elsewhere.
ID	Name	X	Y	Z	L	a	b	C	h	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm	750nm	760nm	770nm	780nm
91	E3   	  3.70	  5.20	  1.08	 27.30	-18.04	 27.53	 32.91	 123.23	0.00101368	0.00137177	0.00550802	0.00770021	0.00528639	0.00322273	0.00249544	0.00274505	0.00440331	0.00938968	0.02298711	0.04794777	0.07405267	0.08654606	0.08365455	0.07195590	0.05806687	0.04691770	0.04145389	0.04247740	0.04793747	0.05203566	0.04957628	0.04238424	0.03518905	0.02936279	0.02499959	0.02279240	0.02355062	0.02941041	0.04496556	0.07741864	0.13546316	0.22088551	0.32619895	0.43709996	0.54214841	0.63218141	0.70726797	0.76567025	0.81395889
92	E4   	  3.26	  5.05	  0.65	 26.88	-23.07	 34.07	 41.15	 124.11	0.00092521	0.00091629	0.00237502	0.00272679	0.00156519	0.00078139	0.00057521	0.00073029	0.00134138	0.00340541	0.01065239	0.02877970	0.05531380	0.07677940	0.08388283	0.07788077	0.06537176	0.05346713	0.04647382	0.04528956	0.04719914	0.04657569	0.04032285	0.03173071	0.02482280	0.01988425	0.01636904	0.01458333	0.01501639	0.01917104	0.03076722	0.05651717	0.10601457	0.18403020	0.28591796	0.39825067	0.50806512	0.60440081	0.68572890	0.74945402	0.80192305
93	E5   	 21.72	 25.43	 13.36	 57.50	-12.58	 17.70	 21.72	 125.39	0.00480088	0.01027442	0.05859086	0.12036891	0.12902749	0.11799637	0.11099145	0.11526170	0.13566918	0.17739095	0.24079705	0.30499362	0.34057615	0.34195116	0.32203511	0.28966597	0.25515184	0.22914124	0.21744508	0.22175023	0.23854268	0.25640478	0.26174764	0.25172148	0.23437863	0.21616689	0.20233825	0.19784127	0.20491661	0.22827685	0.27387636	0.34329692	0.43176889	0.52552939	0.61403611	0.68902086	0.75082333	0.79804609	0.83551697	0.86299518	0.88647555
94	E6   	 19.88	 25.20	  8.29	 57.27	-20.45	 33.37	 39.14	 121.50	0.00295267	0.00657934	0.03724772	0.07095085	0.06899357	0.05790553	0.05213931	0.05487123	0.06955300	0.10345255	0.16416496	0.23999170	0.30049915	0.32885788	0.32911032	0.30784992	0.27733549	0.25140073	0.23705136	0.23564786	0.24283919	0.24791574	0.24069494	0.22192624	0.20042068	0.18088884	0.16646728	0.16081585	0.16600253	0.18678062	0.22911564	0.29628120	0.38519383	0.48307206	0.57795933	0.66022371	0.72876107	0.78171272	0.82363773	0.85437800	0.88029621
95	E7   	 18.00	 25.34	  4.39	 57.40	-30.64	 51.35	 59.80	 120.82	0.00115691	0.00326038	0.01783359	0.02982378	0.02488145	0.01821192	0.01540202	0.01672981	0.02393278	0.04350283	0.08790187	0.16098159	0.24231080	0.30568402	0.33881032	0.33920159	0.31822946	0.29347961	0.27387669	0.26077749	0.24974308	0.23322556	0.20750777	0.17792672	0.15238566	0.13241071	0.11825120	0.11185428	0.11486218	0.13135465	0.16762694	0.22872594	0.31496727	0.41579105	0.51844554	0.61096874	0.68968067	0.75180798	0.80123555	0.83783686	0.86814676
96	E8   	 16.17	 26.40	  1.71	 58.41	-45.03	 73.31	 86.04	 121.56	0.00079839	0.00101727	0.00285467	0.00335240	0.00202749	0.00114686	0.00098509	0.00130350	0.00235616	0.00572716	0.01830104	0.05580926	0.13056980	0.23236906	0.33026101	0.39153324	0.40865571	0.39678721	0.36545534	0.31840516	0.26024278	0.19960368	0.14585748	0.10583463	0.08022956	0.06387637	0.05326315	0.04784373	0.04841167	0.05749470	0.08051888	0.12494548	0.19717335	0.29393338	0.40405448	0.51241983	0.60985207	0.68985943	0.75462286	0.80342572	0.84338031
97	E9   	 41.02	 45.06	 29.72	 72.93	 -7.27	 11.02	 13.20	 123.40	0.01117536	0.02013734	0.11024182	0.24753724	0.29830017	0.30353153	0.30321516	0.31340206	0.34278265	0.39243012	0.45548223	0.50915920	0.53222112	0.52948686	0.51301386	0.48263186	0.44773128	0.42241575	0.41137948	0.41456470	0.43015813	0.45092759	0.46375938	0.45956304	0.44299513	0.42253731	0.40916025	0.41099730	0.42644013	0.45680263	0.50538302	0.56918973	0.64022719	0.70577791	0.76201706	0.80569195	0.84078752	0.86639418	0.88718663	0.90191243	0.91551868
98	E10  	 38.79	 44.91	 23.00	 72.83	-13.80	 22.51	 26.40	 121.51	0.00810087	0.01581908	0.08877399	0.19231428	0.22115653	0.21602855	0.21127533	0.21967452	0.24889761	0.30344025	0.38058420	0.45665525	0.50459225	0.52311852	0.52177670	0.50068503	0.47034904	0.44631745	0.43325091	0.43044013	0.43586497	0.44371215	0.44351263	0.42912939	0.40619924	0.38213563	0.36578162	0.36441378	0.37709116	0.40623922	0.45574277	0.52306384	0.60017905	0.67328942	0.73688846	0.78688165	0.82684935	0.85607900	0.87944308	0.89597794	0.91098102
99	E11  	 37.41	 45.49	 17.90	 73.22	-19.88	 33.65	 39.08	 120.57	0.00626841	0.01262094	0.07093854	0.14811823	0.16218491	0.15172647	0.14512563	0.15189610	0.17861882	0.23257574	0.31607494	0.40839260	0.47883531	0.51943993	0.53557923	0.52606310	0.50202192	0.48019643	0.46492859	0.45480643	0.44821328	0.44164923	0.42814151	0.40399334	0.37543062	0.34832467	0.32978801	0.32591617	0.33644080	0.36421735	0.41357920	0.48282556	0.56408077	0.64307991	0.71290426	0.76872266	0.81342412	0.84647891	0.87264136	0.89123427	0.90773297
100	E12  	 31.92	 44.90	  7.84	 72.82	-36.98	 61.90	 72.10	 120.86	0.00218590	0.00543671	0.02974776	0.05379720	0.04919347	0.03919077	0.03471443	0.03743036	0.05070749	0.08407669	0.15283523	0.25756793	0.37277093	0.47312528	0.54526103	0.57780130	0.57888318	0.56640929	0.54211117	0.50279248	0.45164969	0.39694897	0.34336015	0.29434324	0.25454901	0.22389989	0.20298663	0.19428960	0.19875057	0.22027202	0.26471530	0.33402712	0.42396077	0.52060669	0.61219791	0.68999316	0.75347551	0.80166488	0.83933308	0.86662966	0.88947379
101	E13  	 43.88	 55.42	 56.42	 79.28	-26.09	-11.92	 28.69	 204.56	0.02206773	0.03404077	0.16947061	0.41113377	0.55377841	0.62508333	0.66521669	0.69054819	0.71170611	0.72519995	0.73286086	0.73412170	0.72459495	0.71424799	0.70609167	0.68513431	0.65525638	0.62720485	0.59450683	0.54935057	0.49406452	0.43757097	0.38384163	0.33412146	0.29272995	0.26004423	0.23780344	0.22910212	0.23447373	0.25769817	0.30416193	0.37488456	0.46418138	0.55745158	0.64398719	0.71584906	0.77405066	0.81763123	0.85161524	0.87581641	0.89603123
102	E14  	 44.26	 33.22	 49.25	 64.34	 39.41	-29.88	 49.46	 322.83	0.01977021	0.03252635	0.17121455	0.41675511	0.55733556	0.61923034	0.64350596	0.64750354	0.64037907	0.61522585	0.57158535	0.51098684	0.43289607	0.35262470	0.28634105	0.23483609	0.19768838	0.17699935	0.17703510	0.20447133	0.26715595	0.36293369	0.46947827	0.55645864	0.61353672	0.65055145	0.68809967	0.73713322	0.78398241	0.81862891	0.84285401	0.86062937	0.87546855	0.88654870	0.89717016	0.90510639	0.91344629	0.91945487	0.92596695	0.93011213	0.93607071
103	E15  	 63.51	 68.50	 20.70	 86.25	 -5.72	 50.17	 50.49	 96.50	0.00626532	0.01387580	0.08063776	0.16892136	0.18512077	0.17328945	0.16583213	0.17346158	0.20375691	0.26528472	0.36166273	0.47166263	0.56393619	0.63075137	0.67559869	0.69333005	0.69518635	0.69875129	0.70244314	0.70126526	0.70183541	0.71523019	0.73652114	0.74867489	0.74866208	0.74550512	0.75697541	0.78962591	0.82547508	0.85234149	0.87120219	0.88571173	0.89834970	0.90763855	0.91654479	0.92281210	0.92937022	0.93360577	0.93824904	0.94074097	0.94492272
104	E16  	 20.66	 21.77	 17.81	 53.78	 -1.57	  0.33	  1.61	 168.06	0.00699665	0.01339582	0.07606299	0.16462203	0.18809530	0.18185210	0.17571814	0.18030912	0.20126157	0.23991031	0.28980276	0.32749309	0.33003250	0.30265589	0.26453925	0.22518787	0.19091370	0.16774992	0.15983656	0.16951425	0.19527284	0.22657262	0.24685576	0.24885895	0.23905186	0.22498987	0.21337506	0.21066398	0.21938592	0.24458167	0.29211757	0.36330191	0.45286097	0.54626528	0.63318339	0.70582732	0.76502314	0.80964227	0.84465824	0.86994426	0.89162493
105	E17  	 35.69	 27.25	 15.33	 59.21	 34.82	 15.54	 38.13	 24.05	0.00516353	0.01219820	0.07305183	0.15474255	0.17050251	0.15894449	0.14960709	0.15180328	0.17012853	0.20598812	0.25334053	0.28842280	0.28784927	0.25726729	0.21837301	0.18252995	0.15448522	0.13861094	0.14024803	0.16692223	0.22806508	0.32404370	0.43399957	0.52675788	0.58993067	0.63198730	0.67296216	0.72388913	0.77171596	0.80716309	0.83212674	0.85065426	0.86626122	0.87815994	0.88960846	0.89861608	0.90790988	0.91492022	0.92208145	0.92683442	0.93359122
106	E18  	 38.17	 51.80	 21.48	 77.16	-34.44	 32.93	 47.65	 136.28	0.00760563	0.01454122	0.07951693	0.16912455	0.19064063	0.18346880	0.17886338	0.18809557	0.21913957	0.27945867	0.37073716	0.47136381	0.55212147	0.60775864	0.64206849	0.64796744	0.63414146	0.61540697	0.58896305	0.54875638	0.49764728	0.44461801	0.39344070	0.34506657	0.30405349	0.27130839	0.24901760	0.24053057	0.24637715	0.27012047	0.31712671	0.38775205	0.47618965	0.56763633	0.65199807	0.72178139	0.77825506	0.82051648	0.85355650	0.87713242	0.89718647
107	E19  	 25.81	 25.01	 47.89	 57.08	  7.23	-40.82	 41.45	 280.05	0.01986013	0.03091254	0.15686573	0.38303476	0.51794042	0.58332897	0.61429270	0.62540977	0.62477084	0.60630300	0.57029273	0.51812447	0.44866442	0.37527406	0.31192713	0.25850619	0.21606924	0.18803682	0.17675259	0.18316429	0.20418120	0.22839646	0.24066784	0.23623990	0.22256463	0.20660591	0.19389135	0.18978875	0.19694123	0.22006040	0.26533997	0.33463408	0.42345611	0.51816898	0.60784163	0.68396910	0.74675101	0.79474738	0.83293973	0.86072305	0.88449951
108	E20  	  5.57	  6.93	  1.11	 31.66	-12.11	 34.61	 36.67	 109.29	0.00069965	0.00136167	0.00529833	0.00728606	0.00491423	0.00296967	0.00228571	0.00252546	0.00406751	0.00885193	0.02244361	0.04891617	0.07915314	0.09699051	0.09797358	0.08765165	0.07333906	0.06145566	0.05614316	0.05905430	0.06847384	0.07733960	0.07775729	0.07046793	0.06139826	0.05324743	0.04679731	0.04367509	0.04533989	0.05484612	0.07793413	0.12194767	0.19326535	0.28862810	0.39711246	0.50414863	0.60078844	0.68087682	0.74612208	0.79576975	0.83688836
109	E21  	 21.69	 26.32	  5.51	 58.34	-16.34	 47.04	 49.79	 109.15	0.00146722	0.00432428	0.02469350	0.04349425	0.03843786	0.02957981	0.02547635	0.02715017	0.03690454	0.06165621	0.11257073	0.18709169	0.25904464	0.30511989	0.32124970	0.31095337	0.28676661	0.26453882	0.25297330	0.25447530	0.26543547	0.27536404	0.27280627	0.25681365	0.23586827	0.21570235	0.20087827	0.19579287	0.20248227	0.22560340	0.27091489	0.34026261	0.42874046	0.52264174	0.61103321	0.68608657	0.74789248	0.79552407	0.83335559	0.86115971	0.88494796
110	E22  	  7.42	 16.42	 11.77	 47.52	-61.07	  5.02	 61.28	 175.30	0.00454768	0.00818055	0.04222469	0.08767025	0.09664215	0.09158402	0.08929033	0.09594037	0.11676791	0.15809250	0.22257474	0.29226318	0.33764011	0.34956523	0.33441833	0.29609317	0.24605951	0.19747126	0.15496112	0.11800170	0.08388487	0.05346344	0.03078931	0.01767269	0.01133817	0.00797529	0.00596417	0.00503865	0.00495254	0.00635329	0.01121651	0.02411598	0.05409275	0.11091446	0.19787175	0.30656253	0.42270355	0.53146861	0.62663335	0.70384113	0.76720861
111	F1   	  2.72	  3.58	  2.69	 22.24	-12.54	  2.05	 12.71	 170.70	0.00186380	0.00297277	0.01675700	0.02984973	0.02666504	0.02048691	0.01742905	0.01803608	0.02335508	0.03626147	0.05879396	0.08175377	0.08831789	0.07621751	0.05807370	0.04239959	0.03079303	0.02333319	0.02035909	0.02206159	0.02775775	0.03374223	0.03511078	0.03188714	0.02742646	0.02332711	0.02005466	0.01828478	0.01906398	0.02434592	0.03807601	0.06741634	0.12159417	0.20386833	0.30766070	0.41921300	0.52643825	0.61937440	0.69714267	0.75799932	0.80802271
112	F2   	  2.29	  3.55	  2.20	 22.14	-20.56	  5.99	 21.42	 163.76	0.00141065	0.00250194	0.01310298	0.02260185	0.01944930	0.01446021	0.01212380	0.01267479	0.01709991	0.02837848	0.04992974	0.07527498	0.08743673	0.08037511	0.06429177	0.04830890	0.03544576	0.02670188	0.02261699	0.02312695	0.02670183	0.02940143	0.02773789	0.02314527	0.01876058	0.01529694	0.01268090	0.01127511	0.01163984	0.01516411	0.02512186	0.04793484	0.09305324	0.16676865	0.26564869	0.37708793	0.48778484	0.58643170	0.67046384	0.73721176	0.79219581
113	F3   	  1.84	  3.55	  1.80	 22.13	-30.82	  9.90	 32.37	 162.20	0.00134923	0.00187248	0.00980574	0.01622129	0.01337615	0.00954729	0.00793860	0.00848916	0.01200221	0.02145550	0.04147091	0.06866825	0.08688532	0.08607710	0.07287048	0.05652879	0.04182438	0.03107419	0.02517222	0.02359316	0.02402771	0.02278450	0.01847444	0.01350099	0.00995376	0.00762347	0.00602642	0.00515480	0.00527957	0.00709319	0.01289985	0.02759383	0.06042935	0.12062520	0.20958685	0.31807871	0.43210655	0.53786214	0.63047703	0.70572942	0.76807335
114	F4   	  1.37	  3.90	  1.39	 23.35	-48.52	 16.54	 51.26	 161.17	0.00125136	0.00129176	0.00564888	0.00873789	0.00679680	0.00466797	0.00387161	0.00430771	0.00665543	0.01352880	0.03079992	0.06024087	0.08919393	0.10176598	0.09602788	0.07896998	0.05884945	0.04190258	0.03026187	0.02287169	0.01698447	0.01094204	0.00590819	0.00306629	0.00186655	0.00131957	0.00094557	0.00076623	0.00071599	0.00095830	0.00216640	0.00620594	0.01878604	0.05051843	0.11169728	0.20364436	0.31591488	0.43192935	0.54049374	0.63333161	0.71155689
115	F5   	  9.71	 12.78	  8.95	 42.43	-19.27	  5.39	 20.01	 164.38	0.00378947	0.00731102	0.04230311	0.08491098	0.08807609	0.07801561	0.07202845	0.07473793	0.08950521	0.12074781	0.16868921	0.21509475	0.23362905	0.22080189	0.19246776	0.16024919	0.13090075	0.10955864	0.09912872	0.10003599	0.10862806	0.11562705	0.11240115	0.10076927	0.08775012	0.07646177	0.06786126	0.06371591	0.06585343	0.07799748	0.10616807	0.15717233	0.23524615	0.33431767	0.44184891	0.54413927	0.63429547	0.70745753	0.76641720	0.81099985	0.84791434
116	F6   	  7.58	 12.54	  7.51	 42.06	-36.02	 10.15	 37.42	 164.27	0.00343358	0.00614685	0.03379150	0.06596927	0.06645996	0.05750426	0.05273552	0.05552786	0.06913055	0.09910530	0.14916303	0.20464839	0.23757449	0.23824851	0.21760751	0.18616075	0.15311631	0.12639615	0.10940651	0.10139611	0.09699374	0.08853259	0.07355178	0.05742988	0.04517742	0.03662222	0.03069313	0.02753827	0.02817294	0.03467901	0.05175205	0.08676371	0.14799438	0.23633621	0.34318429	0.45414139	0.55797946	0.64621743	0.71898321	0.77502665	0.82096176
117	F7   	  6.17	 12.49	  6.04	 41.99	-49.95	 16.31	 52.54	 161.92	0.00258522	0.00465870	0.02536344	0.04791978	0.04641704	0.03891494	0.03530938	0.03780127	0.04929699	0.07612799	0.12531067	0.18726987	0.23442952	0.25080074	0.24054704	0.21158045	0.17518547	0.14235236	0.11750820	0.09955227	0.08337550	0.06469065	0.04535678	0.03055452	0.02164415	0.01625077	0.01284174	0.01100144	0.01109981	0.01423585	0.02344281	0.04492071	0.08832920	0.16041537	0.25847960	0.37033785	0.48219026	0.58223567	0.66752591	0.73528710	0.79097316
118	F8   	  4.88	 13.29	  4.78	 43.20	-70.26	 24.66	 74.46	 160.66	0.00241557	0.00342994	0.01628131	0.02923659	0.02724984	0.02228199	0.02027508	0.02254159	0.03156744	0.05400715	0.10065501	0.17002500	0.23844908	0.28255927	0.29370124	0.27070098	0.22578048	0.17608442	0.12985750	0.08936503	0.05484083	0.02885167	0.01341591	0.00643483	0.00378341	0.00264431	0.00195947	0.00152864	0.00143916	0.00178728	0.00350518	0.00894990	0.02469022	0.06167371	0.12914500	0.22609046	0.34070191	0.45635273	0.56277644	0.65255015	0.72735238
119	F9   	 26.43	 30.96	 23.09	 62.48	-13.46	  4.49	 14.19	 161.56	0.00910676	0.01602084	0.08971398	0.19789357	0.23268739	0.23141753	0.22812357	0.23599452	0.26212792	0.30831771	0.36851705	0.41871100	0.43551418	0.42230452	0.39394917	0.35545251	0.31581587	0.28614652	0.27135136	0.27184388	0.28353424	0.29541898	0.29510726	0.28046640	0.25967590	0.23898331	0.22359281	0.21868743	0.22614061	0.25050730	0.29724202	0.36745970	0.45563992	0.54760534	0.63318900	0.70461237	0.76313878	0.80749005	0.84277201	0.86834937	0.89032038
120	F10  	 23.64	 30.86	 21.27	 62.39	-24.92	  7.87	 26.13	 162.47	0.00830045	0.01472024	0.08166250	0.17808310	0.20665497	0.20337591	0.19986201	0.20802487	0.23496050	0.28407495	0.35130014	0.41292023	0.44309951	0.44218735	0.42245660	0.38751945	0.34718823	0.31400078	0.29260823	0.28195086	0.27680226	0.26794448	0.24851835	0.22163201	0.19567135	0.17383275	0.15812235	0.15150206	0.15589049	0.17564856	0.21687069	0.28318886	0.37230195	0.47166167	0.56880112	0.65332415	0.72390863	0.77837312	0.82146051	0.85290849	0.87916535
121	F11  	 21.30	 31.18	 19.26	 62.66	-36.79	 12.48	 38.85	 161.25	0.00772230	0.01320201	0.07281643	0.15675212	0.17876935	0.17356977	0.16977165	0.17801913	0.20513595	0.25633283	0.33014414	0.40386972	0.44963800	0.46394772	0.45573415	0.42634439	0.38598573	0.34875612	0.31869440	0.29388805	0.26935905	0.23977055	0.20433656	0.16943697	0.14169322	0.12104974	0.10675219	0.09989669	0.10211913	0.11735173	0.15160626	0.21057856	0.29550153	0.39680516	0.50156242	0.59698291	0.67887043	0.74360469	0.79523550	0.83345753	0.86482517
122	F12  	 16.43	 32.21	 15.01	 63.51	-65.53	 23.77	 69.71	 160.06	0.00590321	0.00977674	0.05233140	0.10861851	0.11913975	0.11232687	0.10919482	0.11712025	0.14268903	0.19456734	0.27850770	0.37714217	0.46003742	0.51512532	0.54148309	0.53148233	0.49306490	0.44128616	0.37799734	0.30338601	0.22388396	0.15200091	0.09763576	0.06327873	0.04418021	0.03320015	0.02632700	0.02269776	0.02262744	0.02768582	0.04194694	0.07273790	0.12898550	0.21384717	0.32026109	0.43372321	0.54173403	0.63428647	0.71094357	0.77018264	0.81824875
123	F13  	 39.27	 51.81	 55.81	 77.17	-30.97	-14.91	 34.37	 205.72	0.02190786	0.03315479	0.16549430	0.40231731	0.54377041	0.61591851	0.65736890	0.68390386	0.70550394	0.71896046	0.72613306	0.72648236	0.71585774	0.70388566	0.69339350	0.66930153	0.63509559	0.60110383	0.56126928	0.50810019	0.44422821	0.37881932	0.31808346	0.26574326	0.22539545	0.19536081	0.17497492	0.16589830	0.16921463	0.18893214	0.23090384	0.29824527	0.38810627	0.48747604	0.58394128	0.66705669	0.73581580	0.78825486	0.82954458	0.85922594	0.88391275
124	F14  	 39.78	 27.19	 46.64	 59.15	 48.30	-35.80	 60.12	 323.46	0.01935314	0.03127508	0.16699170	0.40764784	0.54598072	0.60594944	0.62681477	0.62573915	0.61102545	0.57545448	0.51928079	0.44624406	0.35887706	0.27432074	0.20906773	0.16306100	0.13233603	0.11591666	0.11673386	0.14155242	0.20071744	0.29704253	0.41118641	0.51056620	0.57990117	0.62633682	0.67010089	0.72297948	0.77233967	0.80912787	0.83523129	0.85437617	0.87023292	0.88213002	0.89358312	0.90217381	0.91102013	0.91736351	0.92420872	0.92865016	0.93516168
125	F15  	 62.35	 67.08	 15.42	 85.54	 -5.33	 60.73	 60.97	 95.01	0.00405169	0.01000201	0.06166014	0.12381267	0.12804985	0.11368956	0.10579232	0.11126098	0.13615476	0.19081620	0.28421467	0.40113872	0.50870856	0.59176475	0.64929032	0.67583621	0.68307188	0.68950864	0.69495833	0.69525780	0.69736667	0.71196109	0.73430573	0.74727016	0.74790033	0.74551001	0.75758124	0.79071863	0.82677488	0.85364055	0.87225367	0.88640276	0.89847499	0.90744027	0.91609302	0.92222168	0.92873837	0.93306058	0.93788522	0.94044078	0.94483197
126	F16  	 13.95	 14.84	 12.18	 45.41	 -2.24	  0.19	  2.25	 175.27	0.00513677	0.00983008	0.05708646	0.11922549	0.12995225	0.12014001	0.11302324	0.11583790	0.13257571	0.16554612	0.21073319	0.24644082	0.24942742	0.22326538	0.18758795	0.15344250	0.12534396	0.10669424	0.10037827	0.10838835	0.12981003	0.15568797	0.17166084	0.17231381	0.16371348	0.15210303	0.14213227	0.13855839	0.14444746	0.16485432	0.20632504	0.27287146	0.36248269	0.46287936	0.56148071	0.64761635	0.71943461	0.77497884	0.81878009	0.85073784	0.87775404
127	F17  	 30.41	 20.89	  9.82	 52.83	 43.65	 20.31	 48.14	 24.95	0.00295919	0.00828080	0.05352145	0.10869330	0.11271232	0.09914667	0.08998600	0.09079461	0.10443317	0.13305252	0.17299091	0.20339362	0.20207795	0.17386502	0.13988083	0.11147720	0.09092793	0.07976358	0.08173092	0.10401694	0.15839348	0.25146731	0.36750545	0.47351993	0.55089285	0.60438726	0.65303442	0.70861983	0.75952154	0.79723839	0.82412460	0.84403366	0.86066306	0.87337828	0.88560821	0.89528529	0.90519028	0.91275416	0.92046249	0.92553663	0.93289437
128	F18  	 32.64	 47.17	 16.05	 74.30	-40.75	 39.81	 56.97	 135.67	0.00561661	0.01069730	0.06063377	0.12410072	0.13297353	0.12222160	0.11639336	0.12324308	0.14929566	0.20390242	0.29370918	0.40165624	0.49622477	0.56533227	0.60879665	0.61948643	0.60618272	0.58440100	0.55262274	0.50585390	0.44722215	0.38595247	0.32780916	0.27652511	0.23634529	0.20602485	0.18534337	0.17633355	0.18007014	0.20047371	0.24342435	0.31159620	0.40140255	0.49965495	0.59398655	0.67509935	0.74189403	0.79298871	0.83297995	0.86181331	0.88612641
129	F19  	 19.40	 18.12	 45.06	 49.64	 10.02	-50.29	 51.28	 281.26	0.01947578	0.02912951	0.14859846	0.36478584	0.49599961	0.56079621	0.59088685	0.59959772	0.59381672	0.56731951	0.52094103	0.45782524	0.37927793	0.30033894	0.23589935	0.18605071	0.14901385	0.12506042	0.11526809	0.12007545	0.13681661	0.15526654	0.16265827	0.15660948	0.14436215	0.13121616	0.12061662	0.11612545	0.12042952	0.13828367	0.17612055	0.23868089	0.32552111	0.42571395	0.52653888	0.61663052	0.69302612	0.75305783	0.80102630	0.83650478	0.86639779
130	F20  	  1.16	  2.42	  0.56	 17.57	-30.14	 19.80	 36.06	 146.70	0.00114084	0.00069730	0.00235988	0.00308929	0.00201719	0.00112894	0.00087108	0.00097435	0.00165914	0.00389967	0.01099928	0.02630224	0.04448757	0.05415922	0.05227111	0.04349312	0.03301128	0.02442934	0.01937956	0.01757653	0.01706816	0.01512389	0.01127993	0.00759675	0.00530253	0.00391883	0.00302803	0.00249845	0.00256194	0.00352682	0.00692503	0.01661021	0.04066486	0.08973752	0.16913239	0.27323113	0.38840583	0.49940018	0.59881350	0.68074151	0.74922786
131	F21  	  4.06	 10.41	  1.18	 38.56	-61.24	 45.49	 76.29	 143.40	0.00125666	0.00078779	0.00210103	0.00246499	0.00157714	0.00092806	0.00081320	0.00100287	0.00180204	0.00455062	0.01480836	0.04395179	0.09740268	0.16085071	0.20814417	0.21981032	0.19840236	0.16181521	0.12252245	0.08578513	0.05325648	0.02820467	0.01313705	0.00625063	0.00364807	0.00249825	0.00181666	0.00140204	0.00131176	0.00168454	0.00340253	0.00886979	0.02466435	0.06177065	0.12914630	0.22579644	0.33989224	0.45496000	0.56103014	0.65043858	0.72560031
132	F22  	  7.67	 17.15	  1.52	 48.45	-62.77	 58.29	 85.66	 137.12	0.00091058	0.00076806	0.00248368	0.00292630	0.00184575	0.00105889	0.00094844	0.00119588	0.00218682	0.00535924	0.01727886	0.05213301	0.11987756	0.20837096	0.28702266	0.32558948	0.31873431	0.28308140	0.23124356	0.17170494	0.11290160	0.06510493	0.03420920	0.01827619	0.01117223	0.00768828	0.00565182	0.00457083	0.00445176	0.00575491	0.01034855	0.02262877	0.05151143	0.10706098	0.19264353	0.30023742	0.41577648	0.52442954	0.62020341	0.69814469	0.76287868
133	G1   	  1.84	  2.33	  2.13	 17.14	 -9.33	 -1.94	  9.53	 191.76	0.00150566	0.00289538	0.01463737	0.02548963	0.02232523	0.01694617	0.01422860	0.01463660	0.01888551	0.02927121	0.04696450	0.06351266	0.06539942	0.05272740	0.03741749	0.02569822	0.01785297	0.01305653	0.01130288	0.01270369	0.01703804	0.02199503	0.02378994	0.02201148	0.01906951	0.01622856	0.01383671	0.01256979	0.01323582	0.01725248	0.02813443	0.05251479	0.10004221	0.17608238	0.27628925	0.38782529	0.49761205	0.59473043	0.67690730	0.74210044	0.79567429
134	G2   	  1.64	  2.40	  2.23	 17.47	-15.63	 -2.32	 15.81	 188.44	0.00114352	0.00276768	0.01451864	0.02548479	0.02246056	0.01719316	0.01455823	0.01506947	0.01956432	0.03054261	0.04951150	0.06788878	0.07131095	0.05890762	0.04271090	0.02974001	0.02068603	0.01501990	0.01262262	0.01339526	0.01661006	0.01963924	0.01949114	0.01668736	0.01370406	0.01127471	0.00937205	0.00833095	0.00867290	0.01147380	0.01962975	0.03913980	0.07956216	0.14817623	0.24345295	0.35392538	0.46596583	0.56731246	0.65444914	0.72427730	0.78196650
135	G3   	  1.37	  2.35	  2.41	 17.22	-22.11	 -4.31	 22.52	 191.02	0.00142256	0.00268440	0.01469006	0.02630044	0.02363304	0.01841889	0.01585694	0.01652480	0.02139154	0.03314451	0.05322565	0.07267398	0.07638356	0.06344923	0.04627243	0.03218629	0.02215031	0.01574435	0.01271652	0.01263470	0.01432327	0.01521330	0.01349350	0.01049050	0.00802124	0.00624063	0.00500580	0.00437007	0.00452602	0.00610262	0.01132269	0.02483665	0.05566210	0.11339865	0.20025637	0.30756752	0.42146292	0.52803081	0.62167039	0.69812684	0.76173434
136	G4   	  1.06	  2.58	  2.87	 18.29	-36.66	 -6.16	 37.17	 189.53	0.00166303	0.00291068	0.01442909	0.02653875	0.02506994	0.02057273	0.01842174	0.01965869	0.02564379	0.03970666	0.06358826	0.08765520	0.09458856	0.08180276	0.06176309	0.04333127	0.02911683	0.01945573	0.01390809	0.01122344	0.00941104	0.00697615	0.00422455	0.00237490	0.00151807	0.00109667	0.00081423	0.00063701	0.00065569	0.00089652	0.00206354	0.00585538	0.01795625	0.04875058	0.10885599	0.19988136	0.31157688	0.42751820	0.53628376	0.62963768	0.70853364
