IT8.7/1
ORIGINATOR	"Wolf Faust"
DESCRIPTOR	"Velvia 100, 100F, Astia 100F, Provia 400X and Sensia 100 (Emul. 687 or higher), Type 3, L* a* b* (light D50, viewing angle 2)"
MANUFACTURER	"Wolf Faust - http://www.coloraid.de"
CREATED	"May 04, 2013"
DIFFUSE_GEOMETRY	"opal"
SERIAL	"N130501 Batch Average Data"
MATERIAL	"Fujichrome Velvia 100(F) + Provia 400X + Sensia 100 + Astia 100F (N3)"
Note: XYZ/Lab/LCh data was calculated from the spectral data below and may differ from mean XYZ/Lab/LCh data provided elsewhere.
ID	Name	X	Y	Z	L	a	b	C	h	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm	750nm	760nm	770nm	780nm
45	C1   	  5.06	  5.13	  2.83	 27.09	  1.45	  9.29	  9.40	 81.14	0.00186931	0.00347770	0.01849706	0.03256391	0.02861431	0.02176314	0.01830683	0.01882057	0.02427620	0.03771530	0.06144663	0.08624296	0.09439616	0.08287537	0.06452171	0.04835761	0.03638403	0.02890128	0.02680257	0.03134989	0.04354796	0.05992904	0.07169191	0.07420451	0.07077069	0.06498622	0.05946084	0.05685087	0.05960817	0.07167739	0.09897232	0.14864853	0.22540161	0.32363441	0.43111071	0.53416833	0.62553607	0.70021939	0.76063685	0.80672975	0.84434230
46	C2   	  5.45	  5.19	  1.74	 27.27	  5.37	 19.38	 20.11	 74.51	0.00097017	0.00209361	0.01167124	0.01900350	0.01508900	0.01052846	0.00848229	0.00878877	0.01210505	0.02112085	0.03978842	0.06372015	0.07746917	0.07348020	0.06031321	0.04676504	0.03591243	0.02898736	0.02729850	0.03255925	0.04628658	0.06533578	0.08022277	0.08506511	0.08267440	0.07705182	0.07135224	0.06875510	0.07208403	0.08577825	0.11608386	0.16977924	0.25006203	0.34973955	0.45616136	0.55621386	0.64382646	0.71474465	0.77179121	0.81514583	0.85080207
47	C3   	  5.57	  4.82	  0.94	 26.21	 11.28	 27.85	 30.05	 67.94	0.00085611	0.00107941	0.00630177	0.00921299	0.00640461	0.00395333	0.00299715	0.00315105	0.00475133	0.00961246	0.02164632	0.04053707	0.05549364	0.05704433	0.04918532	0.03924182	0.03064912	0.02502895	0.02400525	0.02957768	0.04402080	0.06525544	0.08371068	0.09190249	0.09152697	0.08673788	0.08135737	0.07911441	0.08321945	0.09833641	0.13111984	0.18779941	0.27061395	0.37104926	0.47633693	0.57380117	0.65833254	0.72599327	0.78032437	0.82135887	0.85542884
48	C4   	  6.35	  5.17	  0.45	 27.21	 15.66	 38.44	 41.51	 67.83	0.00041448	0.00022190	0.00216975	0.00270904	0.00142605	0.00074249	0.00051640	0.00057800	0.00104781	0.00274665	0.00846150	0.02138854	0.03745225	0.04649935	0.04588380	0.03997231	0.03290843	0.02779057	0.02717524	0.03373215	0.05024585	0.07459277	0.09625318	0.10654445	0.10700907	0.10225528	0.09660040	0.09454534	0.09948727	0.11652887	0.15234376	0.21274547	0.29855310	0.39963936	0.50325562	0.59719747	0.67778787	0.74152646	0.79258456	0.83065023	0.86246601
49	C5   	 20.86	 20.31	 10.16	 52.18	  6.28	 18.07	 19.13	 70.84	0.00374358	0.00817122	0.04979075	0.09983742	0.10323934	0.09096161	0.08336975	0.08577556	0.10170171	0.13554535	0.18759319	0.23830966	0.26012612	0.24929483	0.22212187	0.19063036	0.16234421	0.14358769	0.13945626	0.15389318	0.18820854	0.23369375	0.27148361	0.28859933	0.28842453	0.27944699	0.27128774	0.27212861	0.28446507	0.31309315	0.36300168	0.43374863	0.51810889	0.60209643	0.67768650	0.73953706	0.78965245	0.82734070	0.85725979	0.87902663	0.89825418
50	C6   	 23.28	 20.72	  5.64	 52.64	 15.49	 36.56	 39.70	 67.03	0.00138193	0.00484030	0.03025226	0.05538894	0.05081990	0.04026105	0.03481535	0.03616165	0.04628846	0.07083491	0.11577002	0.17022439	0.20699151	0.21311294	0.19837970	0.17473312	0.15127858	0.13578753	0.13459090	0.15336088	0.19604395	0.25632582	0.31367078	0.34917615	0.36191495	0.36087794	0.35913280	0.36694673	0.38546697	0.41817815	0.46907699	0.53574943	0.61036938	0.68020573	0.74032159	0.78778228	0.82604780	0.85456403	0.87760668	0.89410903	0.90930467
51	C7   	 25.31	 20.86	  2.70	 52.79	 23.62	 54.63	 59.52	 66.62	0.00028428	0.00205123	0.01391806	0.02266106	0.01769166	0.01210506	0.00970716	0.01030223	0.01482998	0.02762630	0.05718593	0.10410044	0.14928011	0.17266683	0.17336848	0.15990115	0.14223126	0.13002891	0.13123014	0.15300138	0.20148773	0.27227478	0.34439542	0.39493604	0.41948311	0.42705168	0.43281005	0.44822906	0.47288010	0.50826617	0.55734932	0.61725742	0.68085763	0.73756855	0.78517160	0.82186391	0.85150665	0.87347277	0.89151669	0.90441585	0.91708824
52	C8   	 27.81	 21.02	  0.89	 52.98	 33.05	 74.69	 81.68	 66.13	0.00024604	0.00005811	0.00212899	0.00288147	0.00154875	0.00076528	0.00056121	0.00072734	0.00143918	0.00375889	0.01239839	0.03559072	0.07398569	0.11253063	0.13594741	0.14076908	0.13395708	0.12747154	0.13220215	0.15753071	0.21180070	0.29233471	0.37770680	0.44198220	0.47837303	0.49569114	0.51102490	0.53635858	0.56817100	0.60509901	0.64945606	0.69891324	0.74857939	0.79056281	0.82533171	0.85158259	0.87345571	0.88949054	0.90352434	0.91324492	0.92370355
53	C9   	 37.21	 37.86	 25.79	 67.92	  2.33	  8.96	  9.26	 75.42	0.00989988	0.01787116	0.10098883	0.22435536	0.26572035	0.26590496	0.26240896	0.26999288	0.29624644	0.34209049	0.40035568	0.44691516	0.45972713	0.44373529	0.41447008	0.37686641	0.33982362	0.31482545	0.30799717	0.32199482	0.35622103	0.40111090	0.43816801	0.45363679	0.45046261	0.43851795	0.43112209	0.43766801	0.45635389	0.48834964	0.53678057	0.59839663	0.66555137	0.72633547	0.77797310	0.81762604	0.84959775	0.87271251	0.89166272	0.90502870	0.91757082
54	C10  	 38.25	 37.96	 21.52	 67.99	  5.34	 17.04	 17.86	 72.60	0.00763028	0.01504590	0.08810060	0.19124174	0.21903291	0.21261424	0.20626691	0.21247216	0.23807689	0.28579335	0.35069998	0.40814713	0.43226441	0.42464274	0.40037273	0.36589372	0.33104589	0.30789223	0.30324671	0.32073877	0.36087238	0.41462263	0.46244168	0.48768473	0.49172585	0.48484411	0.48208315	0.49363352	0.51607420	0.54898043	0.59502742	0.65092852	0.70986419	0.76155804	0.80490930	0.83770124	0.86433704	0.88364324	0.89978059	0.91087960	0.92187149
55	C11  	 40.02	 38.28	 18.11	 68.22	  9.92	 24.58	 26.50	 68.02	0.00628406	0.01293800	0.07730685	0.16384697	0.18185038	0.17151928	0.16364428	0.16870422	0.19269183	0.23990386	0.30776753	0.37239912	0.40533007	0.40456648	0.38445673	0.35276814	0.32009909	0.29884481	0.29667830	0.31821993	0.36551865	0.43050637	0.49249712	0.53152127	0.54661860	0.54842428	0.55403459	0.57422146	0.60277900	0.63664877	0.67769600	0.72330589	0.76908327	0.80766101	0.83967177	0.86352415	0.88330599	0.89745466	0.90994629	0.91846568	0.92767074
56	C12  	 43.46	 38.76	 10.99	 68.58	 18.80	 43.70	 47.57	 66.72	0.00263984	0.00795913	0.05104871	0.10101313	0.10169506	0.08776006	0.07969748	0.08270135	0.10073604	0.14094658	0.20808032	0.28504800	0.33925493	0.35814311	0.35122189	0.32777399	0.30033212	0.28285480	0.28478875	0.31307650	0.37277387	0.45782540	0.54602727	0.61253645	0.65268205	0.67770566	0.70762759	0.75181404	0.79522235	0.82710456	0.84905689	0.86529692	0.87899985	0.88931588	0.89923494	0.90692381	0.91488649	0.92069245	0.92687558	0.93087746	0.93686278
57	C13  	 54.87	 63.39	 57.90	 83.65	-15.17	 -5.91	 16.28	 201.28	0.02221035	0.03470593	0.17729090	0.42958108	0.57557196	0.64586694	0.68381175	0.70719458	0.72742111	0.74093451	0.74953755	0.75215936	0.74436177	0.73624647	0.73149484	0.71575802	0.69358944	0.67665085	0.65857568	0.63086950	0.59678744	0.56548520	0.53640380	0.50293951	0.46770925	0.43547050	0.41482627	0.41221076	0.42510497	0.45441986	0.50331350	0.56868176	0.64213645	0.71034644	0.76846604	0.81314042	0.84827843	0.87352074	0.89362524	0.90749469	0.91981564
58	C14  	 54.97	 48.94	 54.19	 75.41	 20.56	-16.23	 26.20	 321.72	0.02115925	0.03396108	0.17807574	0.43220790	0.57710927	0.64258866	0.67256524	0.68570105	0.69236821	0.68714619	0.66962503	0.63850583	0.58953619	0.53377697	0.48272028	0.43343397	0.39132154	0.36642421	0.36403451	0.38766905	0.44005340	0.51479524	0.59125092	0.64643643	0.67697935	0.69463192	0.71949550	0.76066784	0.80235335	0.83332753	0.85496830	0.87119149	0.88506070	0.89534884	0.90503974	0.91213824	0.91950029	0.92468600	0.93038677	0.93398585	0.93904240
59	C15  	 66.44	 71.04	 35.55	 87.50	 -4.52	 27.40	 27.77	 99.37	0.01237725	0.02259262	0.12604619	0.28513949	0.34599410	0.35489343	0.35672852	0.36995025	0.40502766	0.46424769	0.54239387	0.61680734	0.66689437	0.69817683	0.71865367	0.72064186	0.71318192	0.71166516	0.71235960	0.70896903	0.70763830	0.71946465	0.73960964	0.75074099	0.74964225	0.74536397	0.75585987	0.78788304	0.82343043	0.85047363	0.86985244	0.88522061	0.89858381	0.90844926	0.91754341	0.92378019	0.93021217	0.93435927	0.93880881	0.94137097	0.94502983
60	C16  	 39.36	 41.17	 33.81	 70.29	 -1.06	  0.24	  1.08	 167.40	0.01326526	0.02240733	0.12256472	0.28151899	0.34897880	0.36399434	0.36805566	0.37867627	0.40470082	0.44464853	0.49027377	0.52109494	0.52059526	0.49715775	0.46514713	0.42544052	0.38611416	0.35910585	0.34944386	0.35831549	0.38401922	0.41730608	0.44190645	0.44665256	0.43596970	0.41914759	0.40810410	0.41157999	0.42825911	0.45974893	0.50934834	0.57392009	0.64537517	0.71103525	0.76694057	0.81017611	0.84452474	0.86949159	0.88948140	0.90380402	0.91681601
61	C17  	 49.87	 45.39	 32.21	 73.15	 17.10	  7.55	 18.69	 23.81	0.01166139	0.02139739	0.12193092	0.27792793	0.33921786	0.34831165	0.34821983	0.35661004	0.38220172	0.42358409	0.47171830	0.50421489	0.50278607	0.47603257	0.44043368	0.39969657	0.36224224	0.33972504	0.33884756	0.36432998	0.41959650	0.49806704	0.57837170	0.63698773	0.67032021	0.68999529	0.71608413	0.75763386	0.79923395	0.83005173	0.85164986	0.86784334	0.88171562	0.89213772	0.90219005	0.90981452	0.91765635	0.92324481	0.92925030	0.93318966	0.93863726
62	C18  	 51.26	 61.43	 36.44	 82.61	-19.98	 17.71	 26.70	 138.46	0.01360946	0.02307215	0.12509958	0.28552139	0.35191887	0.36638565	0.37199410	0.38685897	0.42149129	0.47732738	0.54903742	0.61566564	0.65861815	0.68447841	0.70053577	0.69748835	0.68267326	0.67000757	0.65478811	0.62949972	0.59754255	0.56819474	0.54070054	0.50828781	0.47367121	0.44183979	0.42148798	0.41919947	0.43220589	0.46140824	0.50990017	0.57438067	0.64650779	0.71325435	0.77021987	0.81415566	0.84880641	0.87372914	0.89351058	0.90742030	0.91982692
63	C19  	 43.20	 43.80	 53.41	 72.09	  2.88	-21.12	 21.31	 277.76	0.02135745	0.03337993	0.17113554	0.41579790	0.55770326	0.62452827	0.65746210	0.67367211	0.68287621	0.68020506	0.66606587	0.63942770	0.59608418	0.54660713	0.50045250	0.45296606	0.40922828	0.37964289	0.36785021	0.37393849	0.39557013	0.42386188	0.44343823	0.44413342	0.43078262	0.41223283	0.39985975	0.40204834	0.41745612	0.44790581	0.49678926	0.56120955	0.63322126	0.70002562	0.75734969	0.80214649	0.83809480	0.86443848	0.88559340	0.90058715	0.91426577
64	C20  	 10.31	  7.56	  0.93	 33.04	 25.94	 39.78	 47.49	 56.89	0.00037367	0.00079968	0.00592198	0.00860028	0.00578763	0.00349973	0.00260770	0.00279539	0.00427319	0.00884244	0.02071637	0.04070447	0.05839382	0.06275663	0.05640987	0.04673388	0.03786037	0.03219055	0.03231568	0.04177425	0.06586442	0.10528158	0.14774230	0.17716489	0.18985425	0.19083698	0.18831104	0.19025935	0.20132557	0.22757082	0.27548082	0.34675168	0.43628563	0.53008847	0.61777286	0.69172381	0.75243968	0.79881574	0.83559747	0.86261610	0.88625759
65	C21  	 18.85	 17.70	  9.58	 49.13	  9.47	 14.72	 17.51	 57.25	0.00349080	0.00808048	0.04818330	0.09681440	0.09984638	0.08785133	0.08033039	0.08239820	0.09725398	0.12881969	0.17644149	0.22060688	0.23531284	0.21897141	0.18940182	0.15855985	0.13246126	0.11570334	0.11252783	0.12676508	0.16066224	0.20693763	0.24712580	0.26738245	0.26983338	0.26270599	0.25552639	0.25656688	0.26873955	0.29713460	0.34719913	0.41885351	0.50503635	0.59161102	0.66968400	0.73374008	0.78546417	0.82448395	0.85521323	0.87759726	0.89716507
66	C22  	 24.96	 20.91	  9.37	 52.85	 21.90	 21.86	 30.95	 44.95	0.00334123	0.00777634	0.04836663	0.09650735	0.09838968	0.08561140	0.07761954	0.07936202	0.09392270	0.12533442	0.17340947	0.21871082	0.23473178	0.21940630	0.19057838	0.16052663	0.13547631	0.12024478	0.11977522	0.13985634	0.18622855	0.25499853	0.32564627	0.37518832	0.39885929	0.40529362	0.40941049	0.42285235	0.44584586	0.48062561	0.53035847	0.59238384	0.65903708	0.71934055	0.77046867	0.81051252	0.84269698	0.86669957	0.88616308	0.90046745	0.91391029
67	D1   	  3.21	  3.53	  1.98	 22.05	 -3.24	  7.88	  8.52	 112.35	0.00149884	0.00264267	0.01343900	0.02299323	0.01934077	0.01407907	0.01161247	0.01197874	0.01590988	0.02595086	0.04481481	0.06567477	0.07333939	0.06417186	0.04908856	0.03592505	0.02633360	0.02030776	0.01840141	0.02130006	0.02935847	0.03963407	0.04580057	0.04545789	0.04173917	0.03715011	0.03307920	0.03092645	0.03243293	0.04032694	0.05957800	0.09775928	0.16264360	0.25359015	0.36093137	0.47029978	0.57150552	0.65667696	0.72670716	0.78060091	0.82486572
68	D2   	  3.17	  3.50	  1.22	 21.93	 -3.35	 16.29	 16.63	 101.62	0.00087317	0.00175054	0.00822783	0.01280136	0.00967340	0.00647232	0.00511130	0.00533598	0.00760189	0.01415302	0.02862373	0.04872581	0.06149961	0.05920123	0.04845064	0.03702092	0.02780387	0.02173027	0.01975903	0.02272105	0.03093900	0.04115510	0.04696250	0.04616981	0.04216278	0.03735636	0.03314634	0.03099402	0.03243924	0.04017589	0.05941127	0.09770140	0.16274173	0.25379700	0.36125908	0.47068485	0.57195646	0.65718380	0.72730402	0.78135950	0.82580823
69	D3   	  3.10	  3.49	  0.69	 21.93	 -4.41	 24.69	 25.08	 100.12	0.00054753	0.00100208	0.00409707	0.00570352	0.00361490	0.00208039	0.00159466	0.00172191	0.00272567	0.00602349	0.01533029	0.03224819	0.04856954	0.05369333	0.04864000	0.03965382	0.03089611	0.02458402	0.02237238	0.02524748	0.03313662	0.04241983	0.04670693	0.04463440	0.03994376	0.03497360	0.03072375	0.02853298	0.02980939	0.03703516	0.05529978	0.09201279	0.15530397	0.24502509	0.35214282	0.46224945	0.56481044	0.65135664	0.72281914	0.77783445	0.82319747
70	D4   	  3.09	  3.48	  0.46	 21.86	 -4.33	 29.03	 29.36	 98.48	0.00064838	0.00080532	0.00218148	0.00263129	0.00150994	0.00078596	0.00056162	0.00062454	0.00112515	0.00280893	0.00857053	0.02180769	0.03839065	0.04792851	0.04735704	0.04079104	0.03278115	0.02647557	0.02415207	0.02698420	0.03474101	0.04339935	0.04670570	0.04379923	0.03871813	0.03360358	0.02935969	0.02717673	0.02834736	0.03528182	0.05299788	0.08890092	0.15126281	0.24054340	0.34793776	0.45878110	0.56223832	0.64956603	0.72171643	0.77715768	0.82291817
71	D5   	 15.18	 16.20	  8.12	 47.23	 -2.57	 16.67	 16.87	 98.76	0.00325346	0.00710246	0.04077378	0.07989050	0.07994006	0.06861250	0.06203434	0.06411224	0.07779112	0.10789035	0.15632774	0.20622075	0.23024144	0.22243643	0.19767137	0.16799925	0.14094615	0.12225800	0.11624282	0.12558238	0.14956244	0.17882951	0.19794170	0.20022555	0.19187744	0.17972639	0.16943124	0.16625375	0.17318334	0.19541106	0.23927984	0.30776280	0.39721434	0.49442452	0.58774572	0.66813166	0.73481144	0.78619102	0.82670878	0.85631606	0.88145313
72	D6   	 14.77	 15.95	  4.31	 46.91	 -3.66	 33.72	 33.91	 96.19	0.00112874	0.00365602	0.02221878	0.03931973	0.03447668	0.02628627	0.02237432	0.02349360	0.03135191	0.05143050	0.09118360	0.14438991	0.18616656	0.19991064	0.19092247	0.16976706	0.14617934	0.12861267	0.12288352	0.13209491	0.15545916	0.18319643	0.20013469	0.20056545	0.19104012	0.17822670	0.16756864	0.16419508	0.17102535	0.19311579	0.23686379	0.30529179	0.39491035	0.49279976	0.58680009	0.66785234	0.73494869	0.78652310	0.82718266	0.85687610	0.88219685
73	D7   	 14.66	 15.94	  2.00	 46.90	 -4.24	 50.56	 50.74	 94.79	0.00063452	0.00166542	0.00868826	0.01298839	0.00934349	0.00602803	0.00475420	0.00519336	0.00803898	0.01670214	0.03953136	0.08241259	0.13288847	0.16911690	0.18195745	0.17468873	0.15741983	0.14197008	0.13653019	0.14503804	0.16625541	0.18984243	0.20162249	0.19764391	0.18550849	0.17145476	0.16014982	0.15623260	0.16240687	0.18372648	0.22664210	0.29433931	0.38394910	0.48269974	0.57819171	0.66087157	0.72951114	0.78244720	0.82434016	0.85479524	0.88079827
74	D8   	 14.69	 16.15	  1.04	 47.17	 -5.25	 62.32	 62.54	 94.82	0.00038598	0.00058001	0.00236042	0.00306985	0.00170803	0.00094582	0.00071949	0.00090172	0.00166324	0.00417908	0.01363897	0.03980945	0.08544749	0.13539819	0.17015092	0.18066684	0.17294084	0.16113103	0.15615939	0.16300205	0.17996129	0.19649332	0.20016866	0.18987111	0.17417716	0.15836898	0.14625155	0.14154601	0.14679396	0.16681166	0.20810918	0.27470107	0.36452819	0.46498626	0.56341808	0.64932549	0.72107034	0.77636456	0.82015014	0.85204502	0.87906114
75	D9   	 43.05	 45.17	 22.29	 73.00	 -1.50	 24.16	 24.21	 93.55	0.00746416	0.01541829	0.08867676	0.19188807	0.21902276	0.21228836	0.20626043	0.21354277	0.24145353	0.29422753	0.36858583	0.44035256	0.48212585	0.49281862	0.48406807	0.45860553	0.42757009	0.40580235	0.39981321	0.41134225	0.44010464	0.47891552	0.51188236	0.52502492	0.52049029	0.50810329	0.50239811	0.51255824	0.53417323	0.56600207	0.61043898	0.66419343	0.72069250	0.77018728	0.81164027	0.84310010	0.86865510	0.88696916	0.90235605	0.91302089	0.92376069
76	D10  	 43.04	 45.53	 12.59	 73.24	 -2.53	 46.98	 47.05	 93.08	0.00341965	0.00916509	0.05393994	0.10714644	0.10926054	0.09572886	0.08818066	0.09228709	0.11291966	0.15864243	0.23633599	0.33024838	0.40767536	0.45343263	0.47103952	0.46269006	0.44139665	0.42493969	0.42147510	0.43338663	0.46115132	0.49864591	0.53097294	0.54407325	0.53981908	0.52799566	0.52333908	0.53505972	0.55794194	0.59000645	0.63319803	0.68457192	0.73780205	0.78412758	0.82259636	0.85167120	0.87504213	0.89192065	0.90616997	0.91590840	0.92620117
77	D11  	 43.21	 45.83	  6.34	 73.43	 -2.85	 69.19	 69.24	 92.36	0.00103976	0.00424759	0.02619371	0.04612432	0.04011294	0.03053928	0.02620427	0.02806740	0.03857564	0.06607480	0.12486053	0.21656058	0.31649423	0.39780268	0.44903229	0.46574643	0.46004986	0.45220483	0.45218792	0.46292387	0.48576196	0.51674510	0.54292039	0.55128051	0.54392717	0.53024897	0.52453132	0.53576557	0.55841716	0.59023067	0.63342116	0.68491239	0.73829656	0.78454895	0.82286197	0.85179384	0.87512895	0.89202271	0.90622574	0.91589879	0.92599941
78	D12  	 43.29	 46.65	  2.01	 73.96	 -4.92	 97.11	 97.24	 92.90	0.00024293	0.00037583	0.00304932	0.00412541	0.00242652	0.00145178	0.00128530	0.00165058	0.00286039	0.00677439	0.02122243	0.06354493	0.14776469	0.26394351	0.38097501	0.46573828	0.51151584	0.53534348	0.54683110	0.54853977	0.54607135	0.54434001	0.53910485	0.52261511	0.49837315	0.47343940	0.45849410	0.46121982	0.47816173	0.50883878	0.55620619	0.61675214	0.68259642	0.74194506	0.79179451	0.82977970	0.86001243	0.88172712	0.89945330	0.91134994	0.92336084
79	D13  	 49.03	 59.26	 57.19	 81.43	-20.89	 -9.01	 22.75	 203.32	0.02194180	0.03434881	0.17353147	0.42072527	0.56514491	0.63603540	0.67500919	0.69933487	0.71993876	0.73334514	0.74143953	0.74327556	0.73464578	0.72544210	0.71911875	0.70085014	0.67496832	0.65250103	0.62698181	0.59015371	0.54475759	0.49943349	0.45591478	0.41211268	0.37201939	0.33820177	0.31544144	0.30846391	0.31682195	0.34332853	0.39257482	0.46335500	0.54778941	0.63116326	0.70523374	0.76461793	0.81181399	0.84633938	0.87331508	0.89220837	0.90863627
80	D14  	 49.32	 40.38	 51.87	 69.74	 30.29	-23.49	 38.33	 322.21	0.02045202	0.03331375	0.17515590	0.42584505	0.56902597	0.63299172	0.66025977	0.66899057	0.66884332	0.65361172	0.62269030	0.57584270	0.51031861	0.43916509	0.37698453	0.32365899	0.28203349	0.25807238	0.25704283	0.28456488	0.34588206	0.43528655	0.52983215	0.60245388	0.64693187	0.67456992	0.70597015	0.75116765	0.79541436	0.82812426	0.85088715	0.86775394	0.88174518	0.89215418	0.90207298	0.90963135	0.91743421	0.92306657	0.92913134	0.93287554	0.93850092
81	D15  	 64.90	 69.86	 27.43	 86.93	 -5.47	 38.93	 39.31	 98.00	0.00873370	0.01795128	0.10230920	0.22329379	0.25809252	0.25357868	0.24902881	0.25917490	0.29334195	0.35727783	0.44912289	0.54492284	0.61773810	0.66686410	0.69922423	0.70872069	0.70570196	0.70652620	0.70856135	0.70618907	0.70563745	0.71802554	0.73869052	0.75024216	0.74950773	0.74574087	0.75664328	0.78895425	0.82470361	0.85149202	0.87055989	0.88549387	0.89859015	0.90827758	0.91731357	0.92358005	0.93002890	0.93415490	0.93874931	0.94129106	0.94550356
82	D16  	 28.84	 30.21	 24.92	 61.83	 -1.12	  0.01	  1.12	 179.44	0.00968067	0.01771803	0.09773114	0.21828602	0.26029700	0.26201618	0.25932258	0.26647491	0.29066841	0.33198176	0.38227195	0.41799381	0.41883727	0.39181207	0.35423460	0.31243882	0.27393648	0.24750463	0.23835991	0.24865879	0.27641708	0.31063035	0.33401596	0.33751060	0.32698894	0.31105751	0.29895722	0.29825121	0.31043474	0.33930573	0.38979338	0.46070148	0.54437033	0.62641227	0.69930510	0.75778318	0.80460537	0.83922966	0.86665333	0.88631634	0.90361513
83	D17  	 41.92	 35.13	 22.69	 65.85	 25.97	 11.07	 28.23	 23.09	0.00797189	0.01641560	0.09566734	0.21077948	0.24529250	0.24081084	0.23405445	0.23864720	0.26123562	0.30184877	0.35234928	0.38802115	0.38703885	0.35644595	0.31636993	0.27568194	0.24142419	0.22132052	0.22198840	0.25010789	0.31216680	0.40355781	0.50159068	0.57846606	0.62702445	0.65802154	0.69165413	0.73793562	0.78285847	0.81614455	0.83961920	0.85711364	0.87179135	0.88310063	0.89396357	0.90239545	0.91102178	0.91729404	0.92396440	0.92835387	0.93456002
84	D18  	 44.22	 56.46	 28.28	 79.87	-27.67	 25.34	 37.52	 137.51	0.01008938	0.01860031	0.10113416	0.22326235	0.26369597	0.26457581	0.26347110	0.27543335	0.30977225	0.37120173	0.45692316	0.54369995	0.60683226	0.64762839	0.67262725	0.67376776	0.65927302	0.64336795	0.62226693	0.58892900	0.54654814	0.50393163	0.46258264	0.42009066	0.38055281	0.34699447	0.32443742	0.31780904	0.32651017	0.35318733	0.40233683	0.47235918	0.55557309	0.63711814	0.70935176	0.76716277	0.81330663	0.84715211	0.87366144	0.89227582	0.90859740
85	D19  	 33.57	 33.36	 50.60	 64.45	  4.99	-31.21	 31.60	 279.08	0.02054857	0.03220647	0.16393288	0.39929873	0.53767294	0.60380438	0.63572330	0.64932838	0.65358707	0.64291152	0.61758815	0.57751087	0.51976896	0.45604726	0.39852745	0.34543258	0.30026656	0.26992777	0.25786467	0.26494186	0.28815503	0.31615131	0.33276226	0.33071983	0.31668458	0.29876384	0.28524870	0.28309335	0.29380124	0.32121864	0.37052495	0.44066436	0.52448027	0.60789191	0.68277404	0.74369930	0.79305152	0.82995330	0.85937229	0.88052564	0.89934663
86	D20  	  2.25	  2.34	  0.89	 17.18	 -0.19	 13.02	 13.02	 90.84	0.00092577	0.00151353	0.00658352	0.01008955	0.00744529	0.00482011	0.00372919	0.00387304	0.00552507	0.01044854	0.02132403	0.03608162	0.04421104	0.04048071	0.03126506	0.02275151	0.01646801	0.01250755	0.01137293	0.01366843	0.02001005	0.02848842	0.03409139	0.03444605	0.03185437	0.02834613	0.02508876	0.02339954	0.02457736	0.03099342	0.04743561	0.08140642	0.14152607	0.22924238	0.33624355	0.44818476	0.55327553	0.64258240	0.71647191	0.77344241	0.82042193
87	D21  	 28.31	 25.86	  1.29	 57.91	 13.75	 77.46	 78.67	 79.94	0.00024293	0.00025554	0.00282409	0.00379844	0.00217342	0.00120865	0.00095693	0.00119339	0.00215709	0.00530666	0.01678341	0.04791373	0.10216887	0.16323697	0.20907314	0.22820189	0.22647890	0.22045258	0.22391025	0.24520879	0.28717496	0.34077523	0.38615552	0.40850194	0.41089756	0.40307630	0.39789506	0.40479468	0.42337512	0.45550134	0.50481688	0.56828592	0.63808871	0.70238363	0.75743226	0.80059872	0.83559450	0.86161385	0.88298545	0.89810937	0.91283021
88	D22  	 35.66	 39.72	 52.71	 69.27	 -8.66	-25.22	 26.66	 251.05	0.02118182	0.03305417	0.16576635	0.40280228	0.54238756	0.61040514	0.64576768	0.66420956	0.67502601	0.67369742	0.66093826	0.63615461	0.59536611	0.54836295	0.50369991	0.45568555	0.40945824	0.37499099	0.35475699	0.34689567	0.34692921	0.34605739	0.33486470	0.31225772	0.28610716	0.26179527	0.24430860	0.23868453	0.24607616	0.27074834	0.31807523	0.38849518	0.47598101	0.56614923	0.64913263	0.71802609	0.77403864	0.81616820	0.84950428	0.87360212	0.89423668
89	E1   	  4.34	  5.06	  2.84	 26.91	 -7.12	  8.89	 11.40	 128.70	0.00149959	0.00359863	0.01788603	0.03108731	0.02730799	0.02074108	0.01747203	0.01813965	0.02369193	0.03743675	0.06220237	0.08952582	0.10075178	0.09112641	0.07288853	0.05553219	0.04197634	0.03310320	0.02994024	0.03332151	0.04292885	0.05422818	0.05968594	0.05755322	0.05209774	0.04607149	0.04096555	0.03844535	0.04020927	0.04926873	0.07094438	0.11275337	0.18169277	0.27538818	0.38327298	0.49086169	0.58891070	0.67070731	0.73772606	0.78917832	0.83155170
90	E2   	  4.03	  5.21	  1.85	 27.33	-13.25	 18.33	 22.61	 125.85	0.00108274	0.00238304	0.01097002	0.01767931	0.01409299	0.00982965	0.00794641	0.00842557	0.01194901	0.02146242	0.04202078	0.07083122	0.09131549	0.09241932	0.08045921	0.06475651	0.05042303	0.04022488	0.03594478	0.03833281	0.04617223	0.05411302	0.05551255	0.05052293	0.04384550	0.03774221	0.03290549	0.03039803	0.03154468	0.03901390	0.05775270	0.09523152	0.15925257	0.24935427	0.35630831	0.46567699	0.56722303	0.65305748	0.72372648	0.77841299	0.82343231
