IT8.7/1
ORIGINATOR	"Wolf Faust"
DESCRIPTOR	"Ektachrome, Type 3, L* a* b* (light D50, viewing angle 2)"
MANUFACTURER	"Wolf Faust - http://www.coloraid.de"
CREATED	"November 16, 2013"
DIFFUSE_GEOMETRY	"opal"
SERIAL	"E131102 Batch Average Data"
MATERIAL	"For Kodak Ektachrome Product Family (K3)"
Note: XYZ/Lab/LCh data was calculated from the spectral data below and may differ from mean XYZ/Lab/LCh data provided elsewhere.
ID	Name	X	Y	Z	L	a	b	C	h	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm	750nm	760nm	770nm	780nm
91	E3   	  4.38	  5.95	  1.30	 29.29	-16.87	 27.92	 32.62	 121.14	0.00147417	0.00323890	0.00866923	0.01148753	0.00887433	0.00617976	0.00517920	0.00567399	0.00806848	0.01404656	0.02626855	0.04584744	0.06717860	0.08187128	0.08549616	0.07900752	0.06904140	0.06082497	0.05581009	0.05436239	0.05635292	0.05934436	0.05801547	0.05119933	0.04221086	0.03426583	0.02860902	0.02537575	0.02458074	0.02610050	0.03055839	0.03893839	0.05298803	0.07526230	0.10863337	0.15639922	0.21985870	0.29752317	0.38518754	0.47741336	0.56848539
92	E4   	  3.93	  5.91	  0.59	 29.20	-22.68	 39.29	 45.36	 120.00	0.00096344	0.00130134	0.00240565	0.00261806	0.00166087	0.00102924	0.00092051	0.00106580	0.00166000	0.00353731	0.00882467	0.02133570	0.04219406	0.06606837	0.08342364	0.08764948	0.08206856	0.07371355	0.06615631	0.06076709	0.05746497	0.05423877	0.04758854	0.03809815	0.02897327	0.02203749	0.01759519	0.01515528	0.01453169	0.01548840	0.01853251	0.02445454	0.03484358	0.05213631	0.07951222	0.12088074	0.17882695	0.25315706	0.34050334	0.43538683	0.53118658
93	E5   	 24.70	 27.98	 14.15	 59.87	 -9.49	 19.71	 21.88	 115.70	0.00907818	0.02241072	0.07763313	0.13771689	0.14608127	0.13387778	0.12782931	0.13371964	0.15238945	0.18571148	0.23183867	0.27957686	0.31242831	0.32588463	0.32353949	0.30614569	0.28426861	0.26777918	0.25911702	0.26013559	0.27282338	0.29193710	0.30073527	0.29242417	0.27319475	0.25125626	0.23245194	0.21977285	0.21467658	0.21779887	0.22989903	0.25163912	0.28338291	0.32521809	0.37652847	0.43658214	0.50259253	0.57080175	0.63772721	0.70013056	0.75681709
94	E6   	 22.39	 27.84	  9.07	 59.74	-19.13	 34.78	 39.69	 118.81	0.00579337	0.01516155	0.05050425	0.08409216	0.08319970	0.07202951	0.06668314	0.07027760	0.08480542	0.11451414	0.16205241	0.22114295	0.27572643	0.31500419	0.33515813	0.33213354	0.31565671	0.29815263	0.28409031	0.27608929	0.27587380	0.27901281	0.27200383	0.25165780	0.22539785	0.20036813	0.18073621	0.16814162	0.16313653	0.16591159	0.17709855	0.19745086	0.22777493	0.26858200	0.32003731	0.38172816	0.45119837	0.52450251	0.59753277	0.66666731	0.72984004
95	E7   	 20.23	 27.74	  5.04	 59.65	-28.96	 51.66	 59.22	 119.28	0.00334161	0.00863211	0.02638809	0.03979300	0.03533982	0.02799272	0.02478062	0.02655622	0.03508654	0.05521473	0.09394985	0.15349700	0.22404889	0.29133514	0.34180248	0.36156897	0.35542565	0.33769800	0.31589968	0.29466838	0.27700836	0.26087506	0.23707200	0.20583185	0.17466758	0.14869731	0.12991130	0.11844355	0.11398688	0.11627703	0.12595605	0.14384165	0.17120166	0.20923954	0.25869093	0.32010437	0.39152073	0.46900935	0.54810242	0.62442261	0.69517416
96	E8   	 17.51	 27.17	  1.65	 59.13	-40.71	 75.24	 85.55	 118.42	0.00105641	0.00192653	0.00406001	0.00456550	0.00305553	0.00200099	0.00176814	0.00209972	0.00339639	0.00735887	0.01891176	0.04895981	0.10922439	0.20197887	0.30875267	0.39041551	0.42353031	0.41466261	0.37729466	0.32544544	0.27096495	0.22102075	0.17424208	0.13304064	0.10127155	0.07903237	0.06476731	0.05672906	0.05378877	0.05536923	0.06188394	0.07426047	0.09432756	0.12414039	0.16599482	0.22211422	0.29208088	0.37289893	0.45987131	0.54759421	0.63114855
97	E9   	 44.55	 48.41	 30.88	 75.08	 -6.06	 12.92	 14.27	 115.12	0.01714860	0.04062781	0.14633726	0.28152979	0.32771180	0.32611400	0.32501082	0.33687557	0.36207979	0.40042131	0.44722643	0.48981733	0.51412928	0.52318909	0.52340674	0.50891290	0.48782486	0.47106825	0.46117385	0.46090446	0.47488528	0.49890077	0.51180110	0.50503089	0.48552571	0.46176047	0.44003263	0.42387760	0.41555593	0.41618542	0.42621831	0.44566319	0.47389491	0.50987452	0.55218775	0.59951648	0.64946467	0.69925124	0.74660303	0.78974785	0.82831615
98	E10  	 42.14	 48.14	 24.18	 74.91	-12.43	 23.90	 26.94	 117.48	0.01358569	0.03338253	0.11843996	0.22055022	0.24782170	0.23946168	0.23463680	0.24365673	0.26917013	0.31308279	0.37249352	0.43438415	0.48178637	0.51307018	0.53122920	0.52849551	0.51263882	0.49595690	0.48213268	0.47453482	0.47801189	0.48926730	0.48937017	0.47195594	0.44486052	0.41625765	0.39182658	0.37447615	0.36580703	0.36666579	0.37735039	0.39798766	0.42805781	0.46656711	0.51222380	0.56367069	0.61833519	0.67303482	0.72526342	0.77283578	0.81529391
99	E11  	 40.45	 48.17	 19.23	 74.93	-17.65	 33.71	 38.05	 117.64	0.01082490	0.02746801	0.09619849	0.17398141	0.18879221	0.17715466	0.17077560	0.17775676	0.20171629	0.24653046	0.31179759	0.38624842	0.45176132	0.50272270	0.53830154	0.54791877	0.53806389	0.52190931	0.50432826	0.48951144	0.48298796	0.48261170	0.47157198	0.44557017	0.41278188	0.38089705	0.35473577	0.33666711	0.32792455	0.32892260	0.33995934	0.36111879	0.39207220	0.43192220	0.47952570	0.53363010	0.59151315	0.64992212	0.70593630	0.75719467	0.80300507
100	E12  	 36.84	 48.07	 11.53	 74.87	-28.85	 52.89	 60.25	 118.61	0.00678392	0.01744913	0.05796415	0.09708050	0.09679724	0.08476137	0.07874452	0.08272251	0.10055771	0.13871853	0.20337036	0.29100192	0.38599219	0.47609765	0.55088307	0.59081046	0.59650958	0.58154344	0.55316604	0.51855707	0.48590433	0.45734142	0.42165068	0.37816937	0.33514755	0.29834289	0.27045593	0.25227294	0.24390141	0.24521773	0.25635830	0.27772053	0.30931253	0.35096675	0.40185578	0.46113117	0.52587877	0.59240567	0.65725545	0.71735830	0.77138660
101	E13  	 44.25	 55.04	 54.31	 79.06	-24.10	-10.07	 26.12	 202.67	0.02766139	0.05723440	0.20657558	0.43195861	0.55387580	0.60016440	0.62883116	0.65540829	0.67907904	0.69902075	0.71507277	0.72269493	0.71560391	0.70565465	0.69917536	0.67906131	0.64673087	0.60990775	0.56864666	0.52579632	0.48705038	0.45357408	0.41419013	0.36861665	0.32478481	0.28774112	0.25989898	0.24179992	0.23347802	0.23471713	0.24579247	0.26701447	0.29853406	0.34025827	0.39150794	0.45149583	0.51740506	0.58528727	0.65151008	0.71306021	0.76793321
102	E14  	 51.07	 41.46	 45.12	 70.50	 31.70	-14.41	 34.83	 335.55	0.02570539	0.05879714	0.21434265	0.43105754	0.52705003	0.54435359	0.55567487	0.57394542	0.58096986	0.57135943	0.54702619	0.50897121	0.45602299	0.39998667	0.35185920	0.31095997	0.28352427	0.27378064	0.28210221	0.31284900	0.37591883	0.47125431	0.57171977	0.65249226	0.70809134	0.74267313	0.76202966	0.77123665	0.77478418	0.77593029	0.77656345	0.77865149	0.78308863	0.79059632	0.80123355	0.81514620	0.83147511	0.84922136	0.86729271	0.88458182	0.90114343
103	E15  	 68.74	 71.75	 24.24	 87.85	 -0.94	 46.09	 46.10	 91.17	0.01314367	0.03477826	0.12313150	0.22369916	0.24431134	0.23075630	0.22247175	0.22941463	0.25621597	0.30698587	0.38100890	0.46633670	0.54490303	0.61297764	0.67058235	0.70368623	0.71642414	0.72129931	0.72326852	0.72912756	0.75030695	0.78841242	0.81958278	0.83289010	0.83448150	0.83011429	0.82271340	0.81423344	0.80606866	0.79916044	0.79409779	0.79196808	0.79315325	0.79807326	0.80673320	0.81912088	0.83425079	0.85120509	0.86872339	0.88555295	0.90175847
104	E16  	 23.62	 24.56	 19.29	 56.64	 -0.25	  2.03	  2.05	 97.11	0.01186222	0.02906956	0.10262528	0.19087060	0.21323881	0.20371104	0.19928004	0.20820038	0.22754469	0.25589737	0.28812628	0.31229140	0.31572824	0.30099747	0.27724254	0.24808421	0.22268420	0.20727625	0.20232015	0.20908147	0.22984924	0.25991731	0.28160146	0.28496187	0.27414478	0.25744686	0.24157693	0.23042860	0.22619679	0.22997261	0.24278920	0.26528816	0.29782834	0.34040105	0.39232444	0.45278539	0.51903783	0.58691066	0.65304711	0.71428183	0.76956628
105	E17  	 44.03	 35.77	 19.13	 66.35	 30.08	 19.13	 35.64	 32.45	0.01177245	0.03218048	0.11467344	0.20644271	0.22276264	0.20648689	0.19785633	0.20437181	0.22228584	0.25013684	0.28298291	0.30866404	0.31446522	0.30224044	0.28141023	0.25675657	0.23822341	0.23286768	0.24316384	0.27461320	0.33802399	0.43466303	0.53902548	0.62536864	0.68643748	0.72554907	0.74824212	0.75991769	0.76529961	0.76774851	0.76938725	0.77219567	0.77707641	0.78493452	0.79579056	0.80991513	0.82655811	0.84458589	0.86305212	0.88082694	0.89820972
106	E18  	 38.70	 50.73	 24.90	 76.52	-29.97	 25.36	 39.26	 139.76	0.01356000	0.03201844	0.11320153	0.21324389	0.24244144	0.23698090	0.23378358	0.24380129	0.27191858	0.32171001	0.39130144	0.46768505	0.53294280	0.58443159	0.62244876	0.63263308	0.61850225	0.59183305	0.55657305	0.51757551	0.48158584	0.45003860	0.41213880	0.36756392	0.32420904	0.28741620	0.25976442	0.24176445	0.23347547	0.23474427	0.24587357	0.26705733	0.29848352	0.34003828	0.39104613	0.45072855	0.51631168	0.58394513	0.65003325	0.71150098	0.76672580
107	E19  	 29.75	 30.15	 43.61	 61.79	  2.57	-27.58	 27.70	 275.32	0.02396448	0.05115144	0.18556078	0.38249736	0.48096763	0.50946110	0.52930306	0.55283177	0.56506262	0.56111466	0.54227632	0.50883442	0.45906894	0.40470594	0.35616104	0.31143935	0.27630771	0.25465643	0.24498502	0.24738384	0.26325160	0.28704960	0.30118592	0.29756995	0.28162802	0.26163765	0.24380070	0.23150929	0.22650876	0.22975363	0.24206545	0.26401441	0.29596141	0.33777585	0.38878110	0.44825341	0.51340829	0.58049057	0.64603062	0.70710977	0.76222454
108	E20  	  6.88	  8.18	  1.32	 34.35	 -9.65	 36.40	 37.66	 104.85	0.00133987	0.00327079	0.00881531	0.01130682	0.00849988	0.00578332	0.00477225	0.00525645	0.00747984	0.01332523	0.02581066	0.04688737	0.07171542	0.09135337	0.09969134	0.09613422	0.08750912	0.08016951	0.07639980	0.07739223	0.08374078	0.09249234	0.09556122	0.08963052	0.07860810	0.06735148	0.05864900	0.05339221	0.05194965	0.05443400	0.06156965	0.07456253	0.09512802	0.12555199	0.16798759	0.22444628	0.29453056	0.37502852	0.46127779	0.54800284	0.63077088
109	E21  	 24.52	 29.03	  6.17	 60.81	-14.31	 48.17	 50.25	 106.55	0.00410565	0.01122569	0.03575460	0.05545766	0.05077273	0.04116998	0.03679155	0.03897211	0.04944934	0.07284607	0.11440490	0.17266067	0.23464947	0.28708866	0.32140554	0.33027098	0.32196905	0.30999459	0.30028825	0.29655917	0.30169751	0.31127219	0.31000646	0.29321501	0.26823572	0.24293055	0.22237698	0.20880107	0.20326323	0.20606983	0.21793710	0.23937673	0.27092084	0.31267946	0.36413269	0.42459444	0.49130958	0.56042254	0.62826504	0.69174618	0.74955122
110	E22  	  8.44	 17.93	 12.96	 49.41	-59.88	  4.88	 60.08	 175.34	0.00671202	0.01377846	0.04751972	0.09165987	0.10626381	0.10539741	0.10659923	0.11603432	0.13756396	0.17491290	0.22800025	0.28604178	0.33079760	0.35440258	0.35475623	0.32605432	0.27837781	0.22608082	0.17525285	0.12967251	0.09145825	0.06193805	0.03985821	0.02478423	0.01564487	0.01058256	0.00775474	0.00625998	0.00581734	0.00607820	0.00744000	0.01026456	0.01552363	0.02518890	0.04239181	0.07148669	0.11680595	0.18070149	0.26251972	0.35787315	0.45941757
111	F1   	  3.45	  4.27	  3.10	 24.54	 -9.92	  2.89	 10.34	 163.76	0.00355573	0.00730084	0.02263565	0.03556530	0.03281609	0.02630851	0.02366605	0.02555092	0.03158481	0.04277421	0.05878837	0.07434242	0.08078788	0.07554068	0.06336399	0.04972585	0.03923164	0.03304940	0.03043583	0.03111945	0.03523586	0.04116076	0.04426985	0.04204161	0.03653387	0.03071077	0.02623359	0.02356727	0.02317223	0.02487173	0.02927289	0.03742601	0.05111772	0.07286155	0.10560776	0.15275346	0.21569294	0.29307548	0.38080259	0.47322791	0.56480800
112	F2   	  2.81	  4.22	  2.54	 24.37	-20.14	  6.89	 21.28	 161.11	0.00277067	0.00576937	0.01708389	0.02649423	0.02397294	0.01894537	0.01700131	0.01853849	0.02370085	0.03418144	0.05067386	0.06927765	0.08099692	0.08088958	0.07154291	0.05808568	0.04622034	0.03823598	0.03369138	0.03211813	0.03293909	0.03441882	0.03310799	0.02842207	0.02259871	0.01771883	0.01444539	0.01254008	0.01215606	0.01313946	0.01587266	0.02122240	0.03074925	0.04662514	0.07219417	0.11149689	0.16743035	0.23991382	0.32619042	0.42073363	0.51719396
113	F3   	  2.34	  4.24	  2.18	 24.45	-29.71	 10.18	 31.40	 161.09	0.00229399	0.00455814	0.01316850	0.02017121	0.01804354	0.01414988	0.01266095	0.01400202	0.01854022	0.02822771	0.04476217	0.06561671	0.08197590	0.08691010	0.08063434	0.06736306	0.05378108	0.04348867	0.03646433	0.03214205	0.02962154	0.02734859	0.02327834	0.01784183	0.01289635	0.00945734	0.00728690	0.00603075	0.00582281	0.00632528	0.00787265	0.01109167	0.01710142	0.02779905	0.04643274	0.07734217	0.12460418	0.18995649	0.27220180	0.36663814	0.46633251
114	F4   	  1.52	  4.21	  1.49	 24.35	-48.49	 17.03	 51.40	 160.65	0.00146928	0.00215546	0.00584085	0.00897672	0.00795366	0.00622179	0.00568175	0.00653774	0.00946498	0.01654979	0.03108796	0.05415426	0.07947726	0.09699661	0.09999508	0.08798074	0.06911772	0.05115194	0.03643549	0.02513702	0.01672249	0.01062844	0.00630093	0.00352560	0.00204273	0.00141901	0.00102899	0.00071496	0.00067525	0.00074205	0.00094477	0.00148831	0.00250541	0.00484292	0.01015626	0.02169183	0.04468276	0.08458749	0.14600739	0.22918848	0.32937012
115	F5   	 11.21	 14.18	  9.67	 44.49	-16.74	  6.41	 17.92	 159.04	0.00660081	0.01580614	0.05441398	0.09564081	0.09998142	0.08996086	0.08556230	0.09066617	0.10514553	0.13028092	0.16406818	0.19648876	0.21359095	0.21183705	0.19673610	0.17312568	0.15026865	0.13386282	0.12431746	0.12153513	0.12531828	0.13149796	0.13063951	0.11989072	0.10443962	0.08962336	0.07835193	0.07146011	0.06932799	0.07193037	0.08000259	0.09472990	0.11780255	0.15096665	0.19613885	0.25470669	0.32567799	0.40551318	0.48957318	0.57283571	0.65154593
116	F6   	  8.99	 14.16	  8.08	 44.46	-33.89	 12.08	 35.98	 160.38	0.00537341	0.01234789	0.04157882	0.07226759	0.07466829	0.06674329	0.06335687	0.06788324	0.08152692	0.10719518	0.14532964	0.18784125	0.21949651	0.23249017	0.22763251	0.20687436	0.18043286	0.15696572	0.13811232	0.12389431	0.11344069	0.10373091	0.08978573	0.07261254	0.05670069	0.04460889	0.03666897	0.03211983	0.03075999	0.03220843	0.03699894	0.04628669	0.06176645	0.08566787	0.12096730	0.17070953	0.23584468	0.31442078	0.40228555	0.49374555	0.58330975
117	F7   	  7.13	 13.88	  6.78	 44.06	-49.04	 16.62	 51.78	 161.28	0.00431073	0.00926892	0.03083705	0.05331563	0.05469118	0.04877268	0.04648560	0.05053277	0.06294726	0.08779686	0.12775340	0.17721407	0.22097334	0.24779129	0.25352443	0.23577067	0.20477406	0.17219423	0.14195029	0.11532688	0.09231634	0.07228353	0.05354667	0.03745594	0.02586947	0.01846569	0.01411314	0.01174185	0.01107602	0.01175912	0.01408611	0.01883476	0.02732588	0.04179004	0.06555052	0.10276583	0.15668927	0.22772133	0.31339380	0.40844753	0.50604116
118	F8   	  5.34	 13.95	  5.35	 44.16	-68.68	 23.37	 72.55	 161.21	0.00327444	0.00573379	0.01791138	0.03131946	0.03236291	0.02922291	0.02836401	0.03177570	0.04216431	0.06474406	0.10541320	0.16333419	0.22527367	0.27566519	0.30077502	0.28794463	0.24547031	0.19181482	0.13831215	0.09213860	0.05668209	0.03276907	0.01797739	0.00972679	0.00561373	0.00363428	0.00259023	0.00196233	0.00179963	0.00189854	0.00233827	0.00333241	0.00541915	0.00969638	0.01845288	0.03558707	0.06651973	0.11578646	0.18608241	0.27563384	0.37807689
119	F9   	 29.70	 34.26	 24.73	 65.17	-12.17	  6.10	 13.62	 153.39	0.01459365	0.03330768	0.11902723	0.22706248	0.26122803	0.25676259	0.25480588	0.26587985	0.28937590	0.32490407	0.36780598	0.40506510	0.42246764	0.42180203	0.41006133	0.38550059	0.35753559	0.33570745	0.32165821	0.31664512	0.32250555	0.33414175	0.33498130	0.31953200	0.29508676	0.26966362	0.24858838	0.23440475	0.22835807	0.23103517	0.24297579	0.26471786	0.29658154	0.33847508	0.38962700	0.44932686	0.51470339	0.58200436	0.64763994	0.70862269	0.76374109
120	F10  	 26.19	 33.60	 22.47	 64.65	-23.78	  9.41	 25.58	 158.40	0.01299932	0.02962304	0.10499015	0.19933281	0.22798438	0.22323296	0.22119756	0.23165656	0.25617855	0.29575453	0.34663142	0.39557614	0.42661997	0.43895523	0.43709720	0.41702105	0.38775020	0.36006079	0.33635604	0.31806132	0.30661236	0.29809159	0.28042551	0.25215510	0.22116287	0.19370617	0.17293383	0.15971748	0.15432648	0.15676082	0.16752323	0.18742912	0.21727530	0.25768826	0.30895493	0.37090144	0.44114623	0.51561950	0.59019106	0.66100139	0.72562824
121	F11  	 23.21	 33.20	 20.51	 64.32	-35.19	 12.74	 37.42	 160.09	0.01154729	0.02610744	0.09230001	0.17440638	0.19867395	0.19400806	0.19215756	0.20226070	0.22731210	0.26975544	0.32722735	0.38685395	0.43125279	0.45715809	0.46632369	0.45145294	0.42050361	0.38560030	0.35032879	0.31705827	0.28779924	0.26109490	0.22914561	0.19328972	0.16031072	0.13411746	0.11569885	0.10459606	0.10026934	0.10232076	0.11129733	0.12809473	0.15411698	0.19064303	0.23887189	0.29966149	0.37126757	0.44990871	0.53096783	0.60985501	0.68316213
122	F12  	 19.09	 33.30	 17.38	 64.40	-55.15	 19.62	 58.54	 160.42	0.00937587	0.02035712	0.07122339	0.13396050	0.15165213	0.14770914	0.14640532	0.15571167	0.18080743	0.22662915	0.29394850	0.37186376	0.44152229	0.49505804	0.52800418	0.52531372	0.49091836	0.43890843	0.37653007	0.31103872	0.24916023	0.19555143	0.14850556	0.10963703	0.08112562	0.06190390	0.04989105	0.04316733	0.04077862	0.04203859	0.04741749	0.05793922	0.07524851	0.10157736	0.13963903	0.19211933	0.25952239	0.33932573	0.42725682	0.51762008	0.60475476
123	F13  	 39.89	 51.74	 53.91	 77.13	-28.85	-12.98	 31.63	 204.22	0.02732377	0.05527951	0.19970013	0.42055289	0.54315895	0.59214687	0.62318945	0.65139902	0.67590502	0.69617374	0.71203997	0.71884027	0.71064210	0.69909280	0.69014183	0.66659203	0.62963863	0.58682826	0.53848079	0.48763264	0.43996845	0.39734283	0.35131483	0.30273972	0.25887217	0.22346980	0.19782341	0.18167001	0.17460090	0.17626608	0.18681990	0.20693040	0.23725318	0.27810784	0.32965427	0.39143200	0.46091310	0.53412474	0.60680614	0.67548392	0.73742575
124	F14  	 45.64	 34.51	 41.94	 65.37	 38.94	-19.31	 43.47	 333.62	0.02451153	0.05667274	0.20699222	0.41403849	0.50287500	0.51518558	0.52439685	0.54222238	0.54601293	0.52953486	0.49591526	0.44792547	0.38671395	0.32452496	0.27265864	0.23166152	0.20598715	0.19745338	0.20580681	0.23558308	0.29771056	0.39512523	0.50410838	0.59770873	0.66611389	0.71109203	0.73797823	0.75243104	0.75970160	0.76352220	0.76628919	0.77003610	0.77585209	0.78449505	0.79616480	0.81101924	0.82805291	0.84635564	0.86484306	0.88234633	0.89932044
125	F15  	 67.84	 70.71	 18.75	 87.34	 -0.74	 56.14	 56.15	 90.75	0.01002545	0.02825424	0.09907584	0.17323004	0.18130641	0.16522699	0.15615089	0.16137296	0.18531840	0.23346744	0.30797671	0.39988945	0.49120093	0.57432841	0.64549566	0.68932328	0.70907352	0.71799915	0.72211029	0.72902193	0.75067696	0.78911848	0.82065243	0.83431236	0.83634457	0.83232940	0.82525405	0.81693567	0.80895475	0.80207201	0.79690884	0.79447394	0.79533261	0.79989501	0.80815873	0.82016210	0.83493750	0.85148109	0.86871745	0.88533651	0.90155788
126	F16  	 16.50	 17.23	 13.72	 48.54	 -0.59	  1.30	  1.43	 114.63	0.00954043	0.02230460	0.07841329	0.14175766	0.15293298	0.14139750	0.13614687	0.14293269	0.15924639	0.18424591	0.21359615	0.23600597	0.23929803	0.22470326	0.20116990	0.17417635	0.15196791	0.13887711	0.13482538	0.14058925	0.15787653	0.18285853	0.20112913	0.20391418	0.19454273	0.18021883	0.16692838	0.15793948	0.15499495	0.15898711	0.17093945	0.19184900	0.22267836	0.26410538	0.31623582	0.37897958	0.44970235	0.52423205	0.59854145	0.66864209	0.73271509
127	F17  	 37.73	 28.33	 13.26	 60.19	 37.32	 22.64	 43.65	 31.24	0.00891569	0.02552582	0.08920329	0.15418229	0.15856531	0.14057729	0.13156004	0.13614877	0.15089826	0.17495066	0.20410312	0.22733858	0.23241203	0.21991709	0.19899356	0.17619535	0.16029843	0.15617195	0.16589823	0.19501457	0.25527787	0.35172520	0.46338696	0.56287343	0.63788483	0.68862941	0.72003092	0.73780369	0.74752805	0.75321172	0.75729146	0.76200713	0.76850505	0.77764600	0.78963927	0.80470113	0.82206647	0.84075823	0.85975050	0.87784549	0.89573083
128	F18  	 33.57	 46.63	 20.03	 73.95	-35.98	 30.34	 47.06	 139.86	0.01129091	0.02643763	0.09190275	0.16903739	0.18718897	0.17890502	0.17450401	0.18276736	0.20871750	0.25714313	0.32832609	0.41098332	0.48660700	0.54901137	0.59521845	0.60997209	0.59627835	0.56646773	0.52560758	0.47936043	0.43473543	0.39428258	0.34982765	0.30218293	0.25871133	0.22347487	0.19802296	0.18200941	0.17508666	0.17679384	0.18736882	0.20746928	0.23776078	0.27857363	0.32997170	0.39156173	0.46081209	0.53365315	0.60607430	0.67441709	0.73658260
129	F19  	 23.21	 23.25	 40.67	 55.33	  3.60	-35.00	 35.19	 275.88	0.02280088	0.04758120	0.17304532	0.35795965	0.45158283	0.47871547	0.49889308	0.52322163	0.53369785	0.52474749	0.49837239	0.45648134	0.39936298	0.33921489	0.28665744	0.24125212	0.20753941	0.18721699	0.17812901	0.17977418	0.19279368	0.21205601	0.22293478	0.21842914	0.20357683	0.18578830	0.17044280	0.16022256	0.15651952	0.16000574	0.17151132	0.19199272	0.22230597	0.26298428	0.31419325	0.37572371	0.44513478	0.51835486	0.59143003	0.66071577	0.72402616
130	F20  	  1.42	  2.84	  0.66	 19.39	-30.04	 21.04	 36.68	 144.99	0.00115896	0.00162828	0.00346435	0.00433831	0.00320750	0.00216401	0.00185320	0.00216198	0.00320879	0.00616468	0.01297386	0.02544650	0.04089245	0.05270644	0.05584578	0.05034978	0.04141478	0.03336586	0.02725034	0.02299218	0.01996157	0.01720253	0.01358364	0.00969794	0.00656634	0.00457307	0.00337018	0.00269254	0.00258302	0.00282902	0.00363002	0.00543240	0.00896303	0.01563835	0.02836562	0.05142705	0.08979926	0.14686475	0.22349772	0.31619924	0.41826081
131	F21  	  4.37	 10.84	  1.21	 39.31	-60.13	 46.35	 75.93	 142.37	0.00124072	0.00133671	0.00252906	0.00314261	0.00232546	0.00167076	0.00151028	0.00182544	0.00293181	0.00647877	0.01661637	0.04134100	0.08663028	0.14775392	0.20458513	0.22922120	0.21479374	0.17685519	0.13099125	0.08828400	0.05442378	0.03136249	0.01707653	0.00914087	0.00517007	0.00326255	0.00229778	0.00171304	0.00155551	0.00164942	0.00202711	0.00307512	0.00509800	0.00927350	0.01780731	0.03465776	0.06518202	0.11388712	0.18357708	0.27239965	0.37434802
132	F22  	  8.63	 17.73	  1.79	 49.16	-57.26	 56.54	 80.47	 135.36	0.00170506	0.00209097	0.00487672	0.00604186	0.00458728	0.00320785	0.00281589	0.00333438	0.00525668	0.01089540	0.02592276	0.06015649	0.11994690	0.20013470	0.27880949	0.32310188	0.32102703	0.28598941	0.23363315	0.17740469	0.12643993	0.08614797	0.05594858	0.03521157	0.02252505	0.01523116	0.01120758	0.00908250	0.00844248	0.00887267	0.01069416	0.01452287	0.02156691	0.03389954	0.05481176	0.08854873	0.13892527	0.20709725	0.29135433	0.38662326	0.48582889
133	G1   	  2.32	  2.84	  2.50	 19.39	 -8.11	 -1.34	  8.22	 189.37	0.00326706	0.00628843	0.01931766	0.03015175	0.02743874	0.02166100	0.01939764	0.02103929	0.02603168	0.03509120	0.04749007	0.05859407	0.06139217	0.05460810	0.04322501	0.03210892	0.02429185	0.01997208	0.01827214	0.01893667	0.02211673	0.02682391	0.02965096	0.02850426	0.02470349	0.02063786	0.01751316	0.01569473	0.01551232	0.01687053	0.02018360	0.02647932	0.03755476	0.05560330	0.08401052	0.12649443	0.18536554	0.25996549	0.34693631	0.44090246	0.53563004
134	G2   	  2.11	  2.89	  2.67	 19.61	-13.69	 -2.32	 13.89	 189.61	0.00295706	0.00611655	0.01916573	0.03049566	0.02826695	0.02268832	0.02053647	0.02234179	0.02770169	0.03742500	0.05092232	0.06328214	0.06693500	0.06031450	0.04839769	0.03623260	0.02732236	0.02211393	0.01962187	0.01942798	0.02131000	0.02409061	0.02483670	0.02245187	0.01843999	0.01475002	0.01212627	0.01061918	0.01043131	0.01135348	0.01381111	0.01869215	0.02744269	0.04228204	0.06653882	0.10426513	0.15860257	0.22978731	0.31526341	0.40975618	0.50668185
135	G3   	  1.74	  2.81	  2.73	 19.25	-20.73	 -3.45	 21.02	 189.44	0.00282516	0.00554658	0.01775866	0.02891905	0.02739952	0.02246339	0.02061910	0.02257713	0.02818200	0.03842733	0.05281926	0.06636501	0.07111857	0.06496002	0.05271035	0.03958187	0.02953862	0.02324572	0.01969612	0.01821748	0.01826887	0.01868660	0.01745922	0.01440040	0.01089420	0.00820068	0.00645509	0.00542530	0.00529550	0.00578654	0.00728694	0.01030487	0.01603173	0.02627675	0.04426989	0.07443527	0.12084171	0.18525263	0.26666580	0.36045266	0.45983456
136	G4   	  1.22	  2.91	  3.21	 19.66	-37.06	 -6.26	 37.59	 189.59	0.00281768	0.00452684	0.01432772	0.02556827	0.02657140	0.02375611	0.02310184	0.02604996	0.03310675	0.04573507	0.06384766	0.08178901	0.08979086	0.08443979	0.07000592	0.05220849	0.03686006	0.02593141	0.01841487	0.01330884	0.00962414	0.00682531	0.00441257	0.00270852	0.00164233	0.00112822	0.00084628	0.00060692	0.00063487	0.00070678	0.00085850	0.00129547	0.00227487	0.00442565	0.00945054	0.02049503	0.04262384	0.08137595	0.14155825	0.22363735	0.32302582
